date,year,month,station_file,station_name,station_id,station_code,lat,lon,altitud_m,municipio,distance_km,rainfall,temperature,temp_min,temp_max,humidity,wind_speed,solar_brightness,cloudiness,pressure,evap_tank,source,source_url
2025-06-14,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.3,20.4,36.4,71.0,11.0,,4.0,,5.5,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-15,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,29.7,28.1,23.8,34.6,76.0,14.7,,5.0,,6.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-16,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,34.0,26.7,22.0,34.0,83.0,9.3,,6.0,,4.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-17,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.2,26.2,21.4,32.4,85.0,3.7,,6.0,,4.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-18,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,26.9,21.6,30.6,80.0,7.3,,7.0,,3.5,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-19,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,7.1,28.7,22.2,35.0,73.0,15.3,,4.0,,3.5,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-20,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,58.6,27.5,21.8,32.8,77.0,7.0,,7.0,,6.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-21,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,20.4,26.5,20.4,30.0,84.0,9.3,,5.0,,4.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-22,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,18.0,27.9,20.0,34.8,74.0,7.3,,5.0,,3.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-23,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,25.5,22.2,28.8,77.0,13.0,,5.0,,5.1,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-24,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,28.6,22.8,33.2,64.0,16.3,,4.0,,3.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-25,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.6,28.0,23.4,34.6,74.0,14.7,,4.0,,5.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-26,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,18.6,26.6,22.0,33.8,85.0,9.3,,5.0,,4.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-27,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,12.0,27.1,21.2,32.4,80.0,11.0,,5.0,,3.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-28,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,15.0,26.4,21.0,33.6,84.0,5.7,,6.0,,4.2,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-29,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,5.8,28.7,21.2,34.8,72.0,11.0,,5.0,,5.2,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-30,2025,6,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,27.5,21.4,33.6,79.0,9.3,,4.0,,6.1,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-01,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.4,29.3,23.2,34.2,67.0,14.7,,2.0,,4.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-02,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.2,27.4,20.8,35.0,78.0,9.3,,4.0,,5.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-03,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.5,23.4,34.6,63.0,14.7,,2.0,,6.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-04,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.2,22.8,34.8,62.0,13.0,,2.0,,6.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-05,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,43.1,28.4,21.6,33.8,70.0,9.3,,3.0,,5.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-06,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,39.7,28.1,19.6,35.4,74.0,9.0,,4.0,,6.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-07,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,21.4,25.9,19.4,32.8,82.0,9.3,,6.0,,6.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-08,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,27.1,20.4,32.2,74.0,15.3,,4.0,,6.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-09,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.2,23.0,34.2,66.0,14.7,,1.0,,5.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-10,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,28.9,22.4,33.8,62.0,14.7,,3.0,,6.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-11,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.0,29.5,22.6,35.4,68.0,13.0,,3.0,,5.8,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-12,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,28.7,22.8,35.0,68.0,13.0,,3.0,,6.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-13,2025,7,ASUNCION MITA.csv,ASUNCION MITA,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,,28.2,21.4,,74.0,15.5,,1.0,,4.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-14,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.3,20.4,36.4,71.0,11.0,,4.0,,5.5,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-15,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,29.7,28.1,23.8,34.6,76.0,14.7,,5.0,,6.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-16,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,34.0,26.7,22.0,34.0,83.0,9.3,,6.0,,4.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-17,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.2,26.2,21.4,32.4,85.0,3.7,,6.0,,4.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-18,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,26.9,21.6,30.6,80.0,7.3,,7.0,,3.5,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-19,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,7.1,28.7,22.2,35.0,73.0,15.3,,4.0,,3.5,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-20,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,58.6,27.5,21.8,32.8,77.0,7.0,,7.0,,6.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-21,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,20.4,26.5,20.4,30.0,84.0,9.3,,5.0,,4.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-22,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,18.0,27.9,20.0,34.8,74.0,7.3,,5.0,,3.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-23,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,25.5,22.2,28.8,77.0,13.0,,5.0,,5.1,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-24,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,28.6,22.8,33.2,64.0,16.3,,4.0,,3.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-25,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.6,28.0,23.4,34.6,74.0,14.7,,4.0,,5.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-26,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,18.6,26.6,22.0,33.8,85.0,9.3,,5.0,,4.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-27,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,12.0,27.1,21.2,32.4,80.0,11.0,,5.0,,3.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-28,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,15.0,26.4,21.0,33.6,84.0,5.7,,6.0,,4.2,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-29,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,5.8,28.7,21.2,34.8,72.0,11.0,,5.0,,5.2,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-30,2025,6,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,27.5,21.4,33.6,79.0,9.3,,4.0,,6.1,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-01,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.4,29.3,23.2,34.2,67.0,14.7,,2.0,,4.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-02,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.2,27.4,20.8,35.0,78.0,9.3,,4.0,,5.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-03,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.5,23.4,34.6,63.0,14.7,,2.0,,6.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-04,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.2,22.8,34.8,62.0,13.0,,2.0,,6.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-05,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,43.1,28.4,21.6,33.8,70.0,9.3,,3.0,,5.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-06,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,39.7,28.1,19.6,35.4,74.0,9.0,,4.0,,6.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-07,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,21.4,25.9,19.4,32.8,82.0,9.3,,6.0,,6.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-08,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,27.1,20.4,32.2,74.0,15.3,,4.0,,6.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-09,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,29.2,23.0,34.2,66.0,14.7,,1.0,,5.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-10,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,28.9,22.4,33.8,62.0,14.7,,3.0,,6.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-11,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,1.0,29.5,22.6,35.4,68.0,13.0,,3.0,,5.8,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-12,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,0.0,28.7,22.8,35.0,68.0,13.0,,3.0,,6.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-13,2025,7,Asunción Mita R.H..csv,Asunción Mita R.H.,INS220501CV,INSDMCL2205001CONV,14.335447,-89.705892,478.0,Asuncion Mita,1.19,,22.8,21.4,,92.0,13.0,,1.0,,4.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-14,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.0,23.0,34.4,73.0,4.9,8.3,6.0,,3.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-15,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,48.4,27.3,22.0,34.4,79.0,6.2,4.8,7.0,,3.8,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-16,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,55.2,27.0,22.0,34.0,82.0,4.9,4.2,7.0,,3.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-17,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,7.2,25.5,22.0,30.0,86.0,8.6,0.0,8.0,,3.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-18,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,24.5,24.1,22.0,26.6,91.0,7.4,0.0,8.0,,2.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-19,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.5,21.0,33.6,72.0,8.6,5.1,7.0,,1.8,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-20,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.9,23.0,34.0,73.0,7.4,2.4,6.0,,3.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-21,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.3,22.0,33.0,72.0,7.4,3.9,6.0,,3.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-22,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.8,21.0,34.4,73.0,7.4,0.5,5.0,,2.8,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-23,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,27.7,22.0,32.8,77.0,7.4,0.4,8.0,,2.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-24,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.7,22.0,35.4,70.0,4.9,6.3,8.0,,1.5,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-25,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.3,22.0,35.4,70.0,4.9,4.2,8.0,,3.3,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-26,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,3.5,28.7,23.0,34.6,74.0,4.9,4.6,7.0,,3.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-27,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,26.7,23.0,31.6,79.0,4.9,3.0,8.0,,3.1,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-28,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,5.8,26.7,23.0,30.6,84.0,8.6,0.9,8.0,,2.2,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-29,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.3,23.0,33.4,74.0,6.2,6.1,6.0,,1.8,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-06-30,2025,6,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.5,22.0,35.0,73.0,4.9,6.5,5.0,,3.1,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-01,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,4.4,28.9,23.0,35.6,72.0,7.4,6.2,5.0,,5.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-02,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,4.1,29.6,24.0,35.0,71.0,8.6,7.4,6.0,,4.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-03,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.5,22.0,35.4,70.0,7.4,5.6,5.0,,4.2,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-04,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.7,22.0,35.0,68.0,7.4,8.3,5.0,,3.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-05,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,8.0,29.5,23.0,34.4,70.0,8.6,3.1,7.0,,4.6,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-06,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.9,22.0,35.0,71.0,8.6,4.7,6.0,,2.8,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-07,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,3.0,27.5,22.0,32.6,78.0,4.9,2.0,7.0,,3.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-08,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,28.3,21.0,33.6,73.0,4.9,2.9,7.0,,1.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-09,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.0,22.0,34.6,72.0,4.9,7.5,5.0,,3.4,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-10,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.7,21.0,35.6,67.0,4.9,9.4,3.0,,2.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-11,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,0.0,29.1,24.0,34.8,71.0,8.6,3.7,7.0,,3.7,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-12,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,32.0,29.3,25.0,35.4,71.0,4.9,7.2,7.0,,4.0,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
2025-07-13,2025,7,TECUN UMAN.csv,TECUN UMAN,INS121701CV,INSDMCL1217001CONV,14.70195,-92.128059,29.0,Ayutla,4.64,,28.0,22.0,,74.0,3.7,,5.0,,3.9,INSIVUMEH,https://insivumeh.gob.gt/img/INSIVUMEH.html
