municipio,zona,altitud_m,year,month,rainfall,eto_mm_day,rain_mm_day,water_stress_index,stress_level
Patzun,altiplano_central,2240,2015,10,185.8,3.802,6.193,0.604,bajo
Patzun,altiplano_central,2240,2015,11,103.7,3.909,3.457,1.099,medio
Patzun,altiplano_central,2240,2015,12,15.4,4.323,0.513,7.049,alto
Patzun,altiplano_central,2240,2016,1,7.2,4.328,0.24,12.729,alto
Patzun,altiplano_central,2240,2016,2,6.1,5.328,0.203,17.563,alto
Patzun,altiplano_central,2240,2016,3,40.0,5.027,1.333,3.507,alto
Patzun,altiplano_central,2240,2016,4,38.4,5.208,1.28,3.774,alto
Patzun,altiplano_central,2240,2016,5,117.9,4.671,3.93,1.159,medio
Patzun,altiplano_central,2240,2016,6,306.6,4.331,10.22,0.42,bajo
Patzun,altiplano_central,2240,2016,7,98.4,5.077,3.28,1.502,alto
Patzun,altiplano_central,2240,2016,8,222.5,4.694,7.417,0.624,bajo
Patzun,altiplano_central,2240,2016,9,280.9,4.324,9.363,0.457,bajo
Patzun,altiplano_central,2240,2016,10,48.7,4.4,1.623,2.553,alto
Patzun,altiplano_central,2240,2016,11,40.1,4.08,1.337,2.84,alto
Patzun,altiplano_central,2240,2016,12,18.5,4.347,0.617,6.066,alto
Patzun,altiplano_central,2240,2017,1,11.9,4.614,0.397,9.29,alto
Patzun,altiplano_central,2240,2017,2,31.6,4.885,1.053,4.235,alto
Patzun,altiplano_central,2240,2017,3,18.8,5.581,0.627,7.68,alto
Patzun,altiplano_central,2240,2017,4,29.4,5.767,0.98,5.34,alto
Patzun,altiplano_central,2240,2017,5,214.2,4.266,7.14,0.589,bajo
Patzun,altiplano_central,2240,2017,6,348.6,3.838,11.62,0.327,bajo
Patzun,altiplano_central,2240,2017,7,132.7,4.764,4.423,1.053,medio
Patzun,altiplano_central,2240,2017,8,119.4,4.686,3.98,1.148,medio
Patzun,altiplano_central,2240,2017,9,380.6,3.996,12.687,0.313,bajo
Patzun,altiplano_central,2240,2017,10,150.1,3.778,5.003,0.74,bajo
Patzun,altiplano_central,2240,2017,11,15.4,4.449,0.513,7.253,alto
Patzun,altiplano_central,2240,2017,12,6.5,4.331,0.217,13.676,alto
Patzun,altiplano_central,2240,2018,1,8.2,4.626,0.273,12.391,alto
Patzun,altiplano_central,2240,2018,2,7.9,5.187,0.263,14.277,alto
Patzun,altiplano_central,2240,2018,3,19.0,5.675,0.633,7.739,alto
Patzun,altiplano_central,2240,2018,4,98.2,4.631,3.273,1.373,medio
Patzun,altiplano_central,2240,2018,5,206.4,4.488,6.88,0.643,bajo
Patzun,altiplano_central,2240,2018,6,185.8,3.947,6.193,0.627,bajo
Patzun,altiplano_central,2240,2018,7,48.4,5.389,1.613,3.145,alto
Patzun,altiplano_central,2240,2018,8,94.0,4.927,3.133,1.524,alto
Patzun,altiplano_central,2240,2018,9,163.9,4.306,5.463,0.774,bajo
Patzun,altiplano_central,2240,2018,10,331.0,3.657,11.033,0.328,bajo
Patzun,altiplano_central,2240,2018,11,24.8,4.287,0.827,4.626,alto
Patzun,altiplano_central,2240,2018,12,7.4,4.155,0.247,11.985,alto
Patzun,altiplano_central,2240,2019,1,4.6,4.398,0.153,17.36,alto
Patzun,altiplano_central,2240,2019,2,10.9,4.791,0.363,10.341,alto
Patzun,altiplano_central,2240,2019,3,6.3,5.383,0.21,17.364,alto
Patzun,altiplano_central,2240,2019,4,53.5,5.446,1.783,2.892,alto
Patzun,altiplano_central,2240,2019,5,197.5,4.252,6.583,0.636,bajo
Patzun,altiplano_central,2240,2019,6,175.1,4.702,5.837,0.792,bajo
Patzun,altiplano_central,2240,2019,7,41.9,5.143,1.397,3.436,alto
Patzun,altiplano_central,2240,2019,8,132.1,4.776,4.403,1.061,medio
Patzun,altiplano_central,2240,2019,9,175.3,4.271,5.843,0.719,bajo
Patzun,altiplano_central,2240,2019,10,264.2,3.659,8.807,0.411,bajo
Patzun,altiplano_central,2240,2019,11,21.5,4.292,0.717,5.256,alto
Patzun,altiplano_central,2240,2019,12,11.2,4.185,0.373,8.842,alto
Patzun,altiplano_central,2240,2020,1,8.8,4.499,0.293,11.439,alto
Patzun,altiplano_central,2240,2020,2,6.7,5.161,0.223,15.962,alto
Patzun,altiplano_central,2240,2020,3,9.5,5.491,0.317,13.179,alto
Patzun,altiplano_central,2240,2020,4,23.7,5.139,0.79,5.774,alto
Patzun,altiplano_central,2240,2020,5,499.7,4.262,16.657,0.254,bajo
Patzun,altiplano_central,2240,2020,6,554.5,4.088,18.483,0.22,bajo
Patzun,altiplano_central,2240,2020,7,97.5,4.81,3.25,1.436,medio
Patzun,altiplano_central,2240,2020,8,161.1,4.451,5.37,0.814,bajo
Patzun,altiplano_central,2240,2020,9,200.1,4.313,6.67,0.637,bajo
Patzun,altiplano_central,2240,2020,10,189.9,3.866,6.33,0.601,bajo
Patzun,altiplano_central,2240,2020,11,179.0,3.606,5.967,0.594,bajo
Patzun,altiplano_central,2240,2020,12,6.1,4.102,0.203,13.524,alto
Patzun,altiplano_central,2240,2021,1,18.1,4.268,0.603,6.068,alto
Patzun,altiplano_central,2240,2021,2,11.9,4.833,0.397,9.731,alto
Patzun,altiplano_central,2240,2021,3,28.4,5.252,0.947,5.018,alto
Patzun,altiplano_central,2240,2021,4,120.5,4.983,4.017,1.21,medio
Patzun,altiplano_central,2240,2021,5,202.8,4.521,6.76,0.659,bajo
Patzun,altiplano_central,2240,2021,6,191.4,4.336,6.38,0.669,bajo
Patzun,altiplano_central,2240,2021,7,72.8,4.868,2.427,1.926,alto
Patzun,altiplano_central,2240,2021,8,158.7,4.27,5.29,0.792,bajo
Patzun,altiplano_central,2240,2021,9,145.4,4.369,4.847,0.883,bajo
Patzun,altiplano_central,2240,2021,10,59.5,4.25,1.983,2.04,alto
Patzun,altiplano_central,2240,2021,11,13.3,4.134,0.443,7.609,alto
Patzun,altiplano_central,2240,2021,12,10.1,4.184,0.337,9.581,alto
Patzun,altiplano_central,2240,2022,1,10.0,4.253,0.333,9.814,alto
Patzun,altiplano_central,2240,2022,2,8.8,4.955,0.293,12.597,alto
Patzun,altiplano_central,2240,2022,3,18.6,5.067,0.62,7.037,alto
Patzun,altiplano_central,2240,2022,4,118.2,4.821,3.94,1.193,medio
Patzun,altiplano_central,2240,2022,5,174.5,4.157,5.817,0.703,bajo
Patzun,altiplano_central,2240,2022,6,375.5,3.752,12.517,0.297,bajo
Patzun,altiplano_central,2240,2022,7,86.2,4.573,2.873,1.538,alto
Patzun,altiplano_central,2240,2022,8,136.8,4.326,4.56,0.928,bajo
Patzun,altiplano_central,2240,2022,9,389.7,3.647,12.99,0.279,bajo
Patzun,altiplano_central,2240,2022,10,140.1,3.822,4.67,0.801,bajo
Patzun,altiplano_central,2240,2022,11,58.0,3.692,1.933,1.816,alto
Patzun,altiplano_central,2240,2022,12,7.9,3.885,0.263,10.693,alto
Patzun,altiplano_central,2240,2023,1,5.6,4.371,0.187,15.248,alto
Patzun,altiplano_central,2240,2023,2,5.4,5.028,0.18,17.956,alto
Patzun,altiplano_central,2240,2023,3,73.9,4.832,2.463,1.885,alto
Patzun,altiplano_central,2240,2023,4,35.0,5.288,1.167,4.175,alto
Patzun,altiplano_central,2240,2023,5,87.3,5.06,2.91,1.681,alto
Patzun,altiplano_central,2240,2023,6,114.0,4.606,3.8,1.181,medio
Patzun,altiplano_central,2240,2023,7,198.0,4.655,6.6,0.695,bajo
Patzun,altiplano_central,2240,2023,8,95.6,4.48,3.187,1.363,medio
Patzun,altiplano_central,2240,2023,9,156.0,4.571,5.2,0.862,bajo
Patzun,altiplano_central,2240,2023,10,304.5,3.69,10.15,0.36,bajo
Patzun,altiplano_central,2240,2023,11,96.9,3.756,3.23,1.128,medio
Patzun,altiplano_central,2240,2023,12,8.3,4.234,0.277,11.242,alto
Patzun,altiplano_central,2240,2024,1,4.3,4.482,0.143,18.421,alto
Patzun,altiplano_central,2240,2024,2,8.6,5.134,0.287,13.278,alto
Patzun,altiplano_central,2240,2024,3,13.2,5.272,0.44,9.762,alto
Patzun,altiplano_central,2240,2024,4,97.1,5.385,3.237,1.614,alto
Patzun,altiplano_central,2240,2024,5,65.5,4.764,2.183,2.086,alto
Patzun,altiplano_central,2240,2024,6,806.1,3.504,26.87,0.13,bajo
Patzun,altiplano_central,2240,2024,7,147.5,4.597,4.917,0.916,bajo
Patzun,altiplano_central,2240,2024,8,91.5,4.529,3.05,1.438,medio
Patzun,altiplano_central,2240,2024,9,222.1,4.011,7.403,0.535,bajo
Patzun,altiplano_central,2240,2024,10,194.5,3.817,6.483,0.58,bajo
Patzun,altiplano_central,2240,2024,11,127.0,3.665,4.233,0.846,bajo
Patzun,altiplano_central,2240,2024,12,19.5,3.989,0.65,5.319,alto
Poptun,peten_izabal,430,2010,1,76.5,2.574,2.55,0.971,bajo
Poptun,peten_izabal,430,2010,2,52.5,3.206,1.75,1.733,alto
Poptun,peten_izabal,430,2010,3,30.2,3.888,1.007,3.513,alto
Poptun,peten_izabal,430,2010,4,203.5,4.705,6.783,0.684,bajo
Poptun,peten_izabal,430,2010,5,215.4,4.398,7.18,0.604,bajo
Poptun,peten_izabal,430,2010,6,159.3,4.569,5.31,0.845,bajo
Poptun,peten_izabal,430,2010,7,253.2,4.193,8.44,0.491,bajo
Poptun,peten_izabal,430,2010,8,286.4,4.107,9.547,0.426,bajo
Poptun,peten_izabal,430,2010,9,342.6,3.993,11.42,0.347,bajo
Poptun,peten_izabal,430,2010,10,149.0,3.626,4.967,0.716,bajo
Poptun,peten_izabal,430,2010,11,70.1,3.253,2.337,1.335,medio
Poptun,peten_izabal,430,2010,12,46.8,2.975,1.56,1.792,alto
Poptun,peten_izabal,430,2011,1,43.9,3.326,1.463,2.127,alto
Poptun,peten_izabal,430,2011,2,49.1,3.694,1.637,2.127,alto
Poptun,peten_izabal,430,2011,3,60.1,4.772,2.003,2.269,alto
Poptun,peten_izabal,430,2011,4,51.8,4.957,1.727,2.714,alto
Poptun,peten_izabal,430,2011,5,31.1,5.018,1.037,4.415,alto
Poptun,peten_izabal,430,2011,6,207.6,4.356,6.92,0.62,bajo
Poptun,peten_izabal,430,2011,7,182.1,4.008,6.07,0.65,bajo
Poptun,peten_izabal,430,2011,8,319.7,4.371,10.657,0.406,bajo
Poptun,peten_izabal,430,2011,9,290.1,4.079,9.67,0.417,bajo
Poptun,peten_izabal,430,2011,10,407.2,3.224,13.573,0.236,bajo
Poptun,peten_izabal,430,2011,11,84.0,3.227,2.8,1.113,medio
Poptun,peten_izabal,430,2011,12,95.3,2.649,3.177,0.809,bajo
Poptun,peten_izabal,430,2012,1,69.8,3.018,2.327,1.244,medio
Poptun,peten_izabal,430,2012,2,52.2,3.372,1.74,1.832,alto
Poptun,peten_izabal,430,2012,3,73.4,4.484,2.447,1.761,alto
Poptun,peten_izabal,430,2012,4,134.0,5.204,4.467,1.14,medio
Poptun,peten_izabal,430,2012,5,262.2,4.569,8.74,0.517,bajo
Poptun,peten_izabal,430,2012,6,348.1,4.381,11.603,0.374,bajo
Poptun,peten_izabal,430,2012,7,135.8,3.958,4.527,0.856,bajo
Poptun,peten_izabal,430,2012,8,316.2,4.436,10.54,0.417,bajo
Poptun,peten_izabal,430,2012,9,88.8,4.299,2.96,1.405,medio
Poptun,peten_izabal,430,2012,10,253.2,3.658,8.44,0.428,bajo
Poptun,peten_izabal,430,2012,11,107.7,2.824,3.59,0.765,bajo
Poptun,peten_izabal,430,2012,12,91.3,3.3,3.043,1.05,medio
Poptun,peten_izabal,430,2013,1,91.6,2.727,3.053,0.865,bajo
Poptun,peten_izabal,430,2013,2,58.9,3.914,1.963,1.897,alto
Poptun,peten_izabal,430,2013,3,79.2,4.13,2.64,1.507,alto
Poptun,peten_izabal,430,2013,4,47.2,4.88,1.573,2.916,alto
Poptun,peten_izabal,430,2013,5,115.6,4.407,3.853,1.115,medio
Poptun,peten_izabal,430,2013,6,216.3,3.901,7.21,0.534,bajo
Poptun,peten_izabal,430,2013,7,167.2,4.087,5.573,0.72,bajo
Poptun,peten_izabal,430,2013,8,227.0,4.169,7.567,0.544,bajo
Poptun,peten_izabal,430,2013,9,247.9,3.763,8.263,0.45,bajo
Poptun,peten_izabal,430,2013,10,228.7,3.513,7.623,0.455,bajo
Poptun,peten_izabal,430,2013,11,203.0,2.788,6.767,0.406,bajo
Poptun,peten_izabal,430,2013,12,202.5,2.671,6.75,0.39,bajo
Poptun,peten_izabal,430,2014,1,143.0,2.526,4.767,0.519,bajo
Poptun,peten_izabal,430,2014,2,36.9,3.851,1.23,2.895,alto
Poptun,peten_izabal,430,2014,3,58.0,4.659,1.933,2.291,alto
Poptun,peten_izabal,430,2014,4,38.6,4.923,1.287,3.55,alto
Poptun,peten_izabal,430,2014,5,277.3,3.725,9.243,0.399,bajo
Poptun,peten_izabal,430,2014,6,135.9,3.98,4.53,0.86,bajo
Poptun,peten_izabal,430,2014,7,93.2,4.479,3.107,1.397,medio
Poptun,peten_izabal,430,2014,8,208.5,4.67,6.95,0.662,bajo
Poptun,peten_izabal,430,2014,9,356.0,4.02,11.867,0.336,bajo
Poptun,peten_izabal,430,2014,10,273.2,3.358,9.107,0.365,bajo
Poptun,peten_izabal,430,2014,11,206.3,2.816,6.877,0.404,bajo
Poptun,peten_izabal,430,2014,12,80.6,2.713,2.687,0.973,bajo
Poptun,peten_izabal,430,2015,1,84.1,2.604,2.803,0.897,bajo
Poptun,peten_izabal,430,2015,2,58.3,3.449,1.943,1.688,alto
Poptun,peten_izabal,430,2015,3,148.7,4.196,4.957,0.83,bajo
Poptun,peten_izabal,430,2015,4,67.5,4.973,2.25,2.116,alto
Poptun,peten_izabal,430,2015,5,33.3,4.709,1.11,3.892,alto
Poptun,peten_izabal,430,2015,6,232.4,3.827,7.747,0.488,bajo
Poptun,peten_izabal,430,2015,7,71.7,4.444,2.39,1.785,alto
Poptun,peten_izabal,430,2015,8,59.0,4.757,1.967,2.302,alto
Poptun,peten_izabal,430,2015,9,245.8,4.078,8.193,0.492,bajo
Poptun,peten_izabal,430,2015,10,278.4,3.919,9.28,0.418,bajo
Poptun,peten_izabal,430,2015,11,152.7,3.131,5.09,0.603,bajo
Poptun,peten_izabal,430,2015,12,154.7,3.058,5.157,0.582,bajo
Poptun,peten_izabal,430,2016,1,79.8,2.938,2.66,1.064,medio
Poptun,peten_izabal,430,2016,2,110.3,2.988,3.677,0.791,bajo
Poptun,peten_izabal,430,2016,3,54.8,4.462,1.827,2.316,alto
Poptun,peten_izabal,430,2016,4,68.4,4.542,2.28,1.909,alto
Poptun,peten_izabal,430,2016,5,34.1,4.979,1.137,4.026,alto
Poptun,peten_izabal,430,2016,6,263.4,4.189,8.78,0.472,bajo
Poptun,peten_izabal,430,2016,7,116.9,4.287,3.897,1.073,medio
Poptun,peten_izabal,430,2016,8,306.9,4.165,10.23,0.403,bajo
Poptun,peten_izabal,430,2016,9,229.6,4.115,7.653,0.531,bajo
Poptun,peten_izabal,430,2016,10,184.4,3.941,6.147,0.631,bajo
Poptun,peten_izabal,430,2016,11,283.0,2.952,9.433,0.31,bajo
Poptun,peten_izabal,430,2016,12,114.9,3.106,3.83,0.79,bajo
Poptun,peten_izabal,430,2017,1,62.9,3.484,2.097,1.586,alto
Poptun,peten_izabal,430,2017,2,25.5,3.906,0.85,4.112,alto
Poptun,peten_izabal,430,2017,3,61.5,4.327,2.05,2.012,alto
Poptun,peten_izabal,430,2017,4,116.8,5.166,3.893,1.294,medio
Poptun,peten_izabal,430,2017,5,189.0,4.849,6.3,0.758,bajo
Poptun,peten_izabal,430,2017,6,357.1,4.049,11.903,0.337,bajo
Poptun,peten_izabal,430,2017,7,148.5,4.203,4.95,0.832,bajo
Poptun,peten_izabal,430,2017,8,159.2,4.671,5.307,0.864,bajo
Poptun,peten_izabal,430,2017,9,262.8,4.234,8.76,0.478,bajo
Poptun,peten_izabal,430,2017,10,462.6,3.166,15.42,0.204,bajo
Poptun,peten_izabal,430,2017,11,159.1,3.231,5.303,0.598,bajo
Poptun,peten_izabal,430,2017,12,62.1,2.582,2.07,1.19,medio
Poptun,peten_izabal,430,2018,1,109.0,2.536,3.633,0.679,bajo
Poptun,peten_izabal,430,2018,2,47.5,3.798,1.583,2.256,alto
Poptun,peten_izabal,430,2018,3,31.9,4.888,1.063,4.202,alto
Poptun,peten_izabal,430,2018,4,75.9,4.917,2.53,1.87,alto
Poptun,peten_izabal,430,2018,5,214.2,5.033,7.14,0.695,bajo
Poptun,peten_izabal,430,2018,6,169.5,3.99,5.65,0.694,bajo
Poptun,peten_izabal,430,2018,7,69.5,4.756,2.317,1.968,alto
Poptun,peten_izabal,430,2018,8,129.4,3.979,4.313,0.901,bajo
Poptun,peten_izabal,430,2018,9,168.3,4.156,5.61,0.728,bajo
Poptun,peten_izabal,430,2018,10,242.6,3.509,8.087,0.429,bajo
Poptun,peten_izabal,430,2018,11,144.7,3.337,4.823,0.678,bajo
Poptun,peten_izabal,430,2018,12,67.5,3.262,2.25,1.388,medio
Poptun,peten_izabal,430,2019,1,53.0,3.187,1.767,1.708,alto
Poptun,peten_izabal,430,2019,2,20.1,4.297,0.67,5.58,alto
Poptun,peten_izabal,430,2019,3,30.3,4.709,1.01,4.242,alto
Poptun,peten_izabal,430,2019,4,69.7,4.929,2.323,2.034,alto
Poptun,peten_izabal,430,2019,5,122.4,4.911,4.08,1.175,medio
Poptun,peten_izabal,430,2019,6,132.1,4.881,4.403,1.084,medio
Poptun,peten_izabal,430,2019,7,73.1,4.975,2.437,1.961,alto
Poptun,peten_izabal,430,2019,8,42.6,5.22,1.42,3.434,alto
Poptun,peten_izabal,430,2019,9,311.5,4.435,10.383,0.423,bajo
Poptun,peten_izabal,430,2019,10,337.0,3.869,11.233,0.341,bajo
Poptun,peten_izabal,430,2019,11,94.3,3.353,3.143,1.034,medio
Poptun,peten_izabal,430,2019,12,153.1,2.999,5.103,0.576,bajo
Poptun,peten_izabal,430,2020,1,74.0,3.254,2.467,1.268,medio
Poptun,peten_izabal,430,2020,2,83.6,3.856,2.787,1.336,medio
Poptun,peten_izabal,430,2020,3,77.7,4.646,2.59,1.727,alto
Poptun,peten_izabal,430,2020,4,3.5,5.166,0.117,23.845,alto
Poptun,peten_izabal,430,2020,5,312.2,4.685,10.407,0.446,bajo
Poptun,peten_izabal,430,2020,6,354.7,4.408,11.823,0.37,bajo
Poptun,peten_izabal,430,2020,7,96.8,4.515,3.227,1.357,medio
Poptun,peten_izabal,430,2020,8,222.0,4.547,7.4,0.606,bajo
Poptun,peten_izabal,430,2020,9,339.7,4.488,11.323,0.393,bajo
Poptun,peten_izabal,430,2020,10,276.0,3.409,9.2,0.367,bajo
Poptun,peten_izabal,430,2020,11,460.9,2.868,15.363,0.185,bajo
Poptun,peten_izabal,430,2020,12,71.1,2.715,2.37,1.099,medio
Poptun,peten_izabal,430,2021,1,118.5,2.878,3.95,0.711,bajo
Poptun,peten_izabal,430,2021,2,38.0,3.927,1.267,2.874,alto
Poptun,peten_izabal,430,2021,3,49.6,4.731,1.653,2.699,alto
Poptun,peten_izabal,430,2021,4,94.1,4.818,3.137,1.489,medio
Poptun,peten_izabal,430,2021,5,119.4,4.829,3.98,1.183,medio
Poptun,peten_izabal,430,2021,6,175.1,4.631,5.837,0.78,bajo
Poptun,peten_izabal,430,2021,7,133.5,4.451,4.45,0.978,bajo
Poptun,peten_izabal,430,2021,8,147.9,4.353,4.93,0.865,bajo
Poptun,peten_izabal,430,2021,9,173.0,4.435,5.767,0.756,bajo
Poptun,peten_izabal,430,2021,10,189.8,4.194,6.327,0.653,bajo
Poptun,peten_izabal,430,2021,11,123.9,3.03,4.13,0.716,bajo
Poptun,peten_izabal,430,2021,12,71.8,3.158,2.393,1.267,medio
Poptun,peten_izabal,430,2022,1,117.9,2.958,3.93,0.734,bajo
Poptun,peten_izabal,430,2022,2,109.7,3.494,3.657,0.93,bajo
Poptun,peten_izabal,430,2022,3,86.4,4.419,2.88,1.483,medio
Poptun,peten_izabal,430,2022,4,53.4,5.055,1.78,2.689,alto
Poptun,peten_izabal,430,2022,5,85.4,4.747,2.847,1.611,alto
Poptun,peten_izabal,430,2022,6,250.8,4.011,8.36,0.474,bajo
