municipio,zona,altitud_m,year,month,solar_radiation,solar_clear_sky,nasa_rainfall,nasa_humidity,nasa_temp,dew_point,nasa_temp_max,nasa_temp_min,wind_speed_10m,wind_speed_2m,zona
Ayutla,costa_sur,40,2010,4,23.08,25.48,1.26,65.36,28.09,20.36,34.89,23.45,2.46,1.75,costa_sur
Ayutla,costa_sur,40,2010,5,20.2,25.93,8.86,74.2,27.54,22.0,34.8,22.83,2.86,2.02,costa_sur
Ayutla,costa_sur,40,2010,6,17.28,26.1,13.67,86.14,25.5,22.82,29.89,22.64,3.01,2.09,costa_sur
Ayutla,costa_sur,40,2010,7,20.14,26.17,7.1,84.06,25.42,22.31,29.69,22.43,2.42,1.66,costa_sur
Ayutla,costa_sur,40,2010,8,18.88,25.95,11.51,87.21,24.98,22.53,30.0,21.59,2.9,1.98,costa_sur
Ayutla,costa_sur,40,2010,9,16.47,25.01,17.1,88.7,24.55,22.43,28.6,21.95,3.08,2.09,costa_sur
Ayutla,costa_sur,40,2010,10,21.51,23.27,0.4,81.64,24.88,21.31,29.22,21.65,1.95,1.34,costa_sur
Ayutla,costa_sur,40,2010,11,19.87,21.3,0.65,80.32,24.22,20.33,29.38,19.84,2.07,1.43,costa_sur
Ayutla,costa_sur,40,2010,12,19.77,20.33,0.1,76.89,23.03,18.4,30.01,18.21,1.7,1.2,costa_sur
Ayutla,costa_sur,40,2010,13,20.16,24.0,5.08,76.74,25.62,20.74,34.89,18.21,2.43,1.69,costa_sur
Ayutla,costa_sur,40,2011,1,20.26,20.72,0.01,75.18,23.98,18.95,29.09,18.98,1.81,1.26,costa_sur
Ayutla,costa_sur,40,2011,2,22.15,23.0,0.06,68.49,25.26,18.58,31.3,20.64,2.0,1.39,costa_sur
Ayutla,costa_sur,40,2011,3,23.27,25.1,0.66,65.4,25.89,18.29,32.81,20.51,2.21,1.56,costa_sur
Ayutla,costa_sur,40,2011,4,20.83,24.22,2.09,70.84,26.7,20.49,33.01,21.77,2.37,1.69,costa_sur
Ayutla,costa_sur,40,2011,5,22.9,25.47,2.77,73.01,27.39,21.57,34.29,22.97,2.71,1.93,costa_sur
Ayutla,costa_sur,40,2011,6,19.63,25.84,6.87,79.31,26.13,21.96,31.84,22.43,2.55,1.79,costa_sur
Ayutla,costa_sur,40,2011,7,19.8,26.02,10.0,84.24,25.31,22.24,30.04,22.02,2.41,1.65,costa_sur
Ayutla,costa_sur,40,2011,8,21.19,25.94,9.39,84.53,25.51,22.48,30.5,22.43,2.55,1.76,costa_sur
Ayutla,costa_sur,40,2011,9,19.2,24.91,8.99,83.55,25.26,22.03,30.56,21.81,2.5,1.7,costa_sur
Ayutla,costa_sur,40,2011,10,17.01,23.09,13.15,86.65,24.39,21.83,29.06,21.17,2.71,1.87,costa_sur
Ayutla,costa_sur,40,2011,11,20.48,21.32,0.2,79.16,24.86,20.73,29.27,20.86,1.74,1.21,costa_sur
Ayutla,costa_sur,40,2011,12,19.5,20.11,0.11,75.94,24.32,19.53,28.94,20.57,1.74,1.2,costa_sur
Ayutla,costa_sur,40,2011,13,20.51,23.81,4.56,77.25,25.41,20.73,34.29,18.98,2.28,1.59,costa_sur
Ayutla,costa_sur,40,2012,1,19.69,20.73,0.03,75.73,24.14,19.23,29.02,20.19,1.73,1.19,costa_sur
Ayutla,costa_sur,40,2012,2,20.66,22.79,0.32,71.76,25.1,19.21,31.71,20.93,1.89,1.29,costa_sur
Ayutla,costa_sur,40,2012,3,23.6,25.32,1.08,66.1,26.12,18.69,33.33,20.76,2.1,1.46,costa_sur
Ayutla,costa_sur,40,2012,4,23.69,25.46,2.03,69.38,26.67,20.04,32.65,22.5,2.2,1.56,costa_sur
Ayutla,costa_sur,40,2012,5,19.39,24.9,6.13,78.29,26.23,21.84,32.99,22.47,2.14,1.5,costa_sur
Ayutla,costa_sur,40,2012,6,18.87,26.13,5.72,81.4,25.95,22.24,31.13,22.7,2.5,1.73,costa_sur
Ayutla,costa_sur,40,2012,7,22.56,26.21,5.69,79.45,26.24,22.13,31.52,22.59,1.91,1.33,costa_sur
Ayutla,costa_sur,40,2012,8,20.49,25.85,10.45,82.58,25.72,22.28,31.18,22.52,2.33,1.58,costa_sur
Ayutla,costa_sur,40,2012,9,21.5,25.04,7.26,81.06,25.78,22.01,30.66,21.98,2.14,1.45,costa_sur
Ayutla,costa_sur,40,2012,10,20.07,23.13,8.49,84.58,25.24,22.25,31.06,22.33,2.27,1.57,costa_sur
Ayutla,costa_sur,40,2012,11,20.32,21.29,0.83,76.48,24.97,20.26,29.48,20.45,1.6,1.12,costa_sur
Ayutla,costa_sur,40,2012,12,19.43,20.1,0.17,76.02,24.81,19.97,30.86,20.64,1.72,1.21,costa_sur
Ayutla,costa_sur,40,2012,13,20.85,23.91,4.04,76.93,25.58,20.85,33.33,20.19,2.04,1.42,costa_sur
Ayutla,costa_sur,40,2013,1,20.16,20.79,0.34,70.11,25.2,18.96,30.44,19.98,1.77,1.21,costa_sur
Ayutla,costa_sur,40,2013,2,21.92,22.9,0.0,68.36,25.57,18.81,31.91,20.66,1.99,1.4,costa_sur
Ayutla,costa_sur,40,2013,3,23.52,24.88,0.19,63.31,26.39,18.25,33.1,20.12,2.12,1.5,costa_sur
Ayutla,costa_sur,40,2013,4,22.59,24.18,2.8,68.58,27.2,20.41,33.88,22.82,2.37,1.69,costa_sur
Ayutla,costa_sur,40,2013,5,19.67,24.55,5.0,71.69,26.98,20.95,33.19,22.17,2.6,1.86,costa_sur
Ayutla,costa_sur,40,2013,6,20.2,26.02,7.38,81.09,26.29,22.51,31.64,23.29,2.23,1.54,costa_sur
Ayutla,costa_sur,40,2013,7,21.58,26.17,6.76,80.73,25.9,22.05,31.73,21.9,2.16,1.47,costa_sur
Ayutla,costa_sur,40,2013,8,21.98,25.93,10.84,82.11,25.7,22.15,30.88,21.97,2.29,1.57,costa_sur
Ayutla,costa_sur,40,2013,9,18.0,25.02,10.02,84.86,25.25,22.31,30.08,22.02,2.46,1.67,costa_sur
Ayutla,costa_sur,40,2013,10,20.11,22.99,10.52,85.27,25.37,22.54,30.31,22.43,2.18,1.48,costa_sur
Ayutla,costa_sur,40,2013,11,18.88,20.94,4.12,83.87,25.06,21.9,29.56,20.91,2.01,1.42,costa_sur
Ayutla,costa_sur,40,2013,12,18.97,20.02,0.05,78.96,24.57,20.43,29.21,20.88,1.88,1.32,costa_sur
Ayutla,costa_sur,40,2013,13,20.63,23.7,4.86,76.61,25.79,20.95,33.88,19.98,2.17,1.51,costa_sur
Ayutla,costa_sur,40,2014,1,20.58,20.95,0.03,75.09,24.09,19.08,29.72,19.05,1.78,1.23,costa_sur
Ayutla,costa_sur,40,2014,2,21.51,22.84,0.17,74.76,24.93,19.82,30.24,20.85,1.98,1.37,costa_sur
Ayutla,costa_sur,40,2014,3,23.7,24.9,1.55,71.88,26.27,20.37,32.91,21.77,2.2,1.55,costa_sur
Ayutla,costa_sur,40,2014,4,22.73,24.85,1.47,68.87,27.32,20.65,32.97,22.52,2.35,1.67,costa_sur
Ayutla,costa_sur,40,2014,5,20.84,25.07,9.62,81.66,26.01,22.37,31.0,22.92,2.18,1.51,costa_sur
Ayutla,costa_sur,40,2014,6,20.43,25.97,13.65,82.07,25.97,22.43,30.62,22.06,2.44,1.68,costa_sur
Ayutla,costa_sur,40,2014,7,23.18,26.2,3.45,78.47,26.82,22.47,31.57,22.97,1.89,1.29,costa_sur
Ayutla,costa_sur,40,2014,8,21.1,25.89,9.84,80.51,25.99,22.1,31.82,22.44,2.14,1.46,costa_sur
Ayutla,costa_sur,40,2014,9,19.07,24.88,11.04,85.63,24.97,22.2,29.83,21.28,2.61,1.79,costa_sur
Ayutla,costa_sur,40,2014,10,17.02,23.17,11.51,84.35,25.17,22.12,30.8,22.13,2.21,1.52,costa_sur
Ayutla,costa_sur,40,2014,11,19.74,21.15,0.63,80.17,25.07,21.17,29.22,21.43,1.95,1.38,costa_sur
Ayutla,costa_sur,40,2014,12,19.41,20.08,0.07,75.79,24.53,19.7,29.33,20.63,1.7,1.17,costa_sur
Ayutla,costa_sur,40,2014,13,20.77,23.83,5.28,78.29,25.6,21.21,32.97,19.05,2.12,1.47,costa_sur
Ayutla,costa_sur,40,2015,1,20.49,20.98,0.1,74.08,24.19,18.92,29.91,18.2,1.93,1.3,costa_sur
Ayutla,costa_sur,40,2015,2,22.53,23.02,0.13,70.3,24.94,18.75,31.14,20.35,2.01,1.38,costa_sur
Ayutla,costa_sur,40,2015,3,23.39,24.88,1.13,66.56,26.34,19.09,32.76,20.65,2.16,1.51,costa_sur
Ayutla,costa_sur,40,2015,4,22.56,25.0,3.79,71.03,27.31,21.11,33.23,22.57,2.38,1.68,costa_sur
Ayutla,costa_sur,40,2015,5,22.33,25.46,11.79,77.75,26.76,22.22,32.56,23.09,1.86,1.3,costa_sur
Ayutla,costa_sur,40,2015,6,21.03,25.86,10.19,79.83,26.33,22.29,31.91,22.16,1.92,1.31,costa_sur
Ayutla,costa_sur,40,2015,7,20.73,25.92,8.69,79.85,26.29,22.23,31.7,22.36,1.96,1.35,costa_sur
Ayutla,costa_sur,40,2015,8,22.13,25.95,6.9,79.24,26.69,22.52,31.51,23.41,1.91,1.31,costa_sur
Ayutla,costa_sur,40,2015,9,18.84,24.67,13.02,82.46,25.92,22.46,30.9,22.77,2.16,1.48,costa_sur
Ayutla,costa_sur,40,2015,10,17.94,22.86,16.15,86.33,25.82,23.19,30.07,23.04,2.58,1.78,costa_sur
Ayutla,costa_sur,40,2015,11,19.02,20.9,8.49,83.96,25.65,22.53,29.93,21.34,1.99,1.37,costa_sur
Ayutla,costa_sur,40,2015,12,19.11,19.84,0.51,77.06,25.71,21.13,30.43,22.25,1.71,1.19,costa_sur
Ayutla,costa_sur,40,2015,13,20.83,23.78,6.77,77.41,26.0,21.38,33.23,18.2,2.05,1.41,costa_sur
Ayutla,costa_sur,40,2016,1,19.43,20.49,0.36,78.02,24.8,20.41,29.79,19.87,1.72,1.19,costa_sur
Ayutla,costa_sur,40,2016,2,22.49,23.17,0.18,73.21,24.79,19.29,30.3,20.02,2.02,1.39,costa_sur
Ayutla,costa_sur,40,2016,3,22.47,24.56,0.6,74.47,26.22,20.97,32.42,22.53,2.2,1.53,costa_sur
Ayutla,costa_sur,40,2016,4,22.58,24.42,1.6,71.13,27.61,21.46,33.33,23.29,2.28,1.61,costa_sur
Ayutla,costa_sur,40,2016,5,21.12,24.6,11.38,78.99,27.19,22.91,32.68,23.72,2.24,1.58,costa_sur
Ayutla,costa_sur,40,2016,6,19.52,25.88,12.37,80.79,26.15,22.31,30.78,22.91,2.13,1.47,costa_sur
Ayutla,costa_sur,40,2016,7,22.23,26.17,12.96,81.29,26.3,22.56,32.25,23.15,1.91,1.32,costa_sur
Ayutla,costa_sur,40,2016,8,21.8,26.0,11.9,82.16,26.3,22.77,31.73,22.87,2.19,1.5,costa_sur
Ayutla,costa_sur,40,2016,9,19.88,24.91,14.19,84.7,25.65,22.67,30.66,22.65,2.32,1.58,costa_sur
Ayutla,costa_sur,40,2016,10,20.92,23.13,10.54,83.84,25.57,22.42,30.27,22.04,2.01,1.39,costa_sur
Ayutla,costa_sur,40,2016,11,19.31,20.91,4.89,81.71,25.25,21.67,29.5,20.15,1.93,1.34,costa_sur
Ayutla,costa_sur,40,2016,12,19.24,19.8,0.69,78.13,25.07,20.71,29.62,19.3,1.85,1.28,costa_sur
Ayutla,costa_sur,40,2016,13,20.91,23.67,6.83,79.06,25.91,21.69,33.33,19.3,2.07,1.43,costa_sur
Ayutla,costa_sur,40,2017,1,20.26,20.91,0.25,76.06,24.16,19.31,29.53,19.15,1.95,1.33,costa_sur
Ayutla,costa_sur,40,2017,2,22.03,22.88,0.35,75.39,24.85,19.8,30.61,20.64,2.08,1.4,costa_sur
Ayutla,costa_sur,40,2017,3,23.35,24.98,1.97,70.21,25.85,19.53,31.64,20.65,2.12,1.47,costa_sur
Ayutla,costa_sur,40,2017,4,24.45,25.52,1.35,68.84,27.14,20.46,32.73,22.46,2.15,1.52,costa_sur
Ayutla,costa_sur,40,2017,5,20.05,25.7,15.88,84.07,26.17,23.03,33.24,22.79,2.61,1.83,costa_sur
Ayutla,costa_sur,40,2017,6,17.73,25.92,15.47,85.56,25.67,22.88,30.55,22.2,2.72,1.87,costa_sur
Ayutla,costa_sur,40,2017,7,21.17,26.09,9.95,82.03,26.31,22.74,30.65,23.06,1.96,1.37,costa_sur
Ayutla,costa_sur,40,2017,8,21.44,25.96,12.49,82.62,25.99,22.57,30.71,21.98,2.07,1.41,costa_sur
Ayutla,costa_sur,40,2017,9,18.67,24.97,15.26,84.27,25.66,22.61,31.86,22.27,2.32,1.56,costa_sur
Ayutla,costa_sur,40,2017,10,18.77,23.18,10.24,85.32,25.32,22.49,30.0,22.22,2.22,1.53,costa_sur
Ayutla,costa_sur,40,2017,11,20.74,21.32,1.48,78.92,25.28,21.12,29.66,21.33,1.85,1.29,costa_sur
Ayutla,costa_sur,40,2017,12,19.18,20.15,0.58,75.96,24.54,19.7,29.52,19.31,1.75,1.18,costa_sur
Ayutla,costa_sur,40,2017,13,20.65,23.97,7.15,79.13,25.58,21.36,33.24,19.15,2.15,1.48,costa_sur
Ayutla,costa_sur,40,2018,1,20.06,20.87,1.04,75.11,23.68,18.63,28.92,18.15,1.74,1.21,costa_sur
Ayutla,costa_sur,40,2018,2,22.46,23.18,0.73,71.77,24.59,18.7,30.52,19.05,1.97,1.33,costa_sur
Ayutla,costa_sur,40,2018,3,23.37,25.01,1.38,69.87,26.05,19.58,32.38,20.37,2.19,1.51,costa_sur
Ayutla,costa_sur,40,2018,4,21.08,24.93,9.52,78.5,25.87,21.52,31.31,21.44,1.95,1.37,costa_sur
Ayutla,costa_sur,40,2018,5,21.95,25.34,17.98,82.17,26.16,22.62,30.63,22.6,2.41,1.67,costa_sur
Ayutla,costa_sur,40,2018,6,18.69,25.6,12.94,82.88,25.63,22.28,30.0,22.58,1.99,1.35,costa_sur
Ayutla,costa_sur,40,2018,7,23.77,26.02,5.74,78.75,26.46,22.12,31.92,22.21,1.96,1.34,costa_sur
Ayutla,costa_sur,40,2018,8,23.05,26.09,16.44,80.49,26.15,22.25,31.71,22.28,2.04,1.39,costa_sur
Ayutla,costa_sur,40,2018,9,20.32,25.12,15.96,85.5,25.55,22.76,29.96,22.51,2.13,1.46,costa_sur
Ayutla,costa_sur,40,2018,10,17.3,23.2,14.68,86.36,25.04,22.41,29.29,22.12,2.57,1.76,costa_sur
Ayutla,costa_sur,40,2018,11,20.03,21.03,3.22,80.38,25.48,21.63,29.57,20.42,1.85,1.25,costa_sur
Ayutla,costa_sur,40,2018,12,19.29,20.07,0.76,78.19,24.57,20.22,29.56,20.0,1.94,1.34,costa_sur
Ayutla,costa_sur,40,2018,13,20.95,23.87,8.41,79.2,25.44,21.24,32.38,18.15,2.06,1.42,costa_sur
Ayutla,costa_sur,40,2019,1,19.86,20.77,0.49,77.47,24.24,19.73,29.16,20.32,1.9,1.3,costa_sur
Ayutla,costa_sur,40,2019,2,21.98,22.83,0.52,77.56,24.64,20.09,30.46,20.63,2.09,1.44,costa_sur
Ayutla,costa_sur,40,2019,3,23.57,24.95,0.41,70.67,26.18,19.94,31.79,21.43,2.17,1.53,costa_sur
Ayutla,costa_sur,40,2019,4,23.57,24.82,0.86,68.65,27.29,20.46,33.51,21.45,2.44,1.72,costa_sur
Ayutla,costa_sur,40,2019,5,20.03,25.01,15.31,81.78,26.46,22.79,32.77,22.98,2.42,1.69,costa_sur
Ayutla,costa_sur,40,2019,6,21.73,26.24,13.75,81.88,26.73,23.11,32.41,22.85,2.13,1.47,costa_sur
Ayutla,costa_sur,40,2019,7,22.78,26.29,8.53,79.51,26.71,22.54,31.23,23.16,2.11,1.46,costa_sur
Ayutla,costa_sur,40,2019,8,22.19,26.12,13.72,83.26,26.44,23.11,31.12,22.39,2.38,1.63,costa_sur
Ayutla,costa_sur,40,2019,9,19.32,24.95,17.07,84.67,25.95,22.96,31.52,22.67,2.41,1.64,costa_sur
Ayutla,costa_sur,40,2019,10,18.6,23.02,12.8,85.94,25.33,22.61,30.42,21.4,2.5,1.71,costa_sur
Ayutla,costa_sur,40,2019,11,20.03,21.02,1.52,81.23,25.71,22.01,30.15,22.33,1.95,1.35,costa_sur
Ayutla,costa_sur,40,2019,12,19.04,19.81,0.63,77.97,25.38,20.99,30.29,21.5,1.76,1.23,costa_sur
Ayutla,costa_sur,40,2019,13,21.05,23.83,7.18,79.23,25.93,21.7,33.51,20.32,2.19,1.51,costa_sur
Ayutla,costa_sur,40,2020,1,19.87,20.6,0.32,77.73,24.75,20.25,30.81,20.46,1.98,1.34,costa_sur
Ayutla,costa_sur,40,2020,2,22.18,23.01,0.61,75.94,25.25,20.31,31.33,21.42,2.12,1.48,costa_sur
Ayutla,costa_sur,40,2020,3,23.97,25.23,0.74,70.67,26.45,20.2,32.3,21.31,2.26,1.59,costa_sur
Ayutla,costa_sur,40,2020,4,21.94,23.75,2.41,72.8,27.53,21.75,34.76,23.2,2.55,1.8,costa_sur
Ayutla,costa_sur,40,2020,5,20.04,24.81,16.16,81.55,26.74,23.05,31.74,23.41,2.27,1.58,costa_sur
Ayutla,costa_sur,40,2020,6,19.46,26.03,26.99,86.54,25.74,23.14,30.71,22.86,2.74,1.88,costa_sur
Ayutla,costa_sur,40,2020,7,21.84,26.11,14.26,84.06,25.79,22.69,31.0,20.81,2.31,1.59,costa_sur
Ayutla,costa_sur,40,2020,8,20.63,26.02,19.08,85.5,25.7,22.87,30.6,22.64,2.23,1.53,costa_sur
Ayutla,costa_sur,40,2020,9,20.68,25.02,21.26,86.41,25.53,22.92,30.2,21.77,2.51,1.73,costa_sur
Ayutla,costa_sur,40,2020,10,18.86,22.83,14.55,86.91,25.33,22.84,29.49,22.46,2.2,1.51,costa_sur
Ayutla,costa_sur,40,2020,11,17.63,20.88,7.52,86.26,24.95,22.25,30.78,21.76,2.26,1.61,costa_sur
Ayutla,costa_sur,40,2020,12,19.1,19.99,0.6,78.71,24.71,20.5,29.28,20.12,1.69,1.16,costa_sur
Ayutla,costa_sur,40,2020,13,20.51,23.69,10.38,81.1,25.71,21.9,34.76,20.12,2.26,1.57,costa_sur
Ayutla,costa_sur,40,2021,1,19.65,20.73,2.18,79.6,24.56,20.49,29.06,20.43,1.96,1.35,costa_sur
Ayutla,costa_sur,40,2021,2,22.42,23.14,0.3,76.89,24.36,19.7,29.64,19.57,1.99,1.36,costa_sur
Ayutla,costa_sur,40,2021,3,23.53,25.32,1.59,75.71,25.47,20.47,32.08,21.3,2.13,1.49,costa_sur
Ayutla,costa_sur,40,2021,4,21.88,25.51,4.37,75.31,26.45,21.36,32.08,22.88,2.33,1.65,costa_sur
Ayutla,costa_sur,40,2021,5,21.54,25.39,14.19,81.33,26.3,22.59,31.71,22.67,2.14,1.49,costa_sur
Ayutla,costa_sur,40,2021,6,19.33,26.02,13.77,84.25,25.76,22.69,30.79,22.47,2.44,1.68,costa_sur
Ayutla,costa_sur,40,2021,7,22.78,26.27,11.93,82.82,26.2,22.81,30.78,22.5,2.05,1.41,costa_sur
Ayutla,costa_sur,40,2021,8,21.07,25.95,17.11,86.18,25.46,22.79,29.95,22.58,2.34,1.61,costa_sur
Ayutla,costa_sur,40,2021,9,20.79,25.17,12.09,85.5,25.51,22.72,30.25,22.28,2.31,1.58,costa_sur
Ayutla,costa_sur,40,2021,10,19.73,23.09,10.08,86.04,25.64,22.95,30.18,22.35,2.38,1.63,costa_sur
Ayutla,costa_sur,40,2021,11,20.04,21.07,2.8,82.39,25.12,21.66,29.14,21.24,1.85,1.32,costa_sur
Ayutla,costa_sur,40,2021,12,19.18,19.9,0.78,78.83,24.84,20.63,29.53,21.12,1.68,1.15,costa_sur
Ayutla,costa_sur,40,2021,13,20.99,23.97,7.65,81.27,25.48,21.75,32.08,19.57,2.13,1.48,costa_sur
Ayutla,costa_sur,40,2022,1,19.8,20.56,0.53,76.82,24.28,19.65,28.74,20.6,1.79,1.24,costa_sur
Ayutla,costa_sur,40,2022,2,22.38,22.95,0.5,73.85,24.63,19.22,30.62,19.27,1.93,1.33,costa_sur
Ayutla,costa_sur,40,2022,3,23.43,24.83,1.39,70.95,26.02,19.9,32.53,21.09,2.14,1.48,costa_sur
Ayutla,costa_sur,40,2022,4,23.64,25.42,6.16,74.88,26.72,21.45,32.37,22.5,2.55,1.81,costa_sur
Ayutla,costa_sur,40,2022,5,19.05,25.46,13.09,81.38,26.21,22.49,31.28,22.6,2.32,1.61,costa_sur
Ayutla,costa_sur,40,2022,6,18.77,26.02,21.03,87.15,24.87,22.4,29.58,21.94,2.86,1.99,costa_sur
Ayutla,costa_sur,40,2022,7,22.68,26.17,10.9,83.8,25.96,22.78,30.27,22.93,2.13,1.48,costa_sur
Ayutla,costa_sur,40,2022,8,20.84,26.1,15.55,82.76,25.88,22.47,31.24,22.09,2.14,1.47,costa_sur
Ayutla,costa_sur,40,2022,9,18.21,24.82,20.74,86.94,25.26,22.75,30.43,22.62,2.75,1.88,costa_sur
Ayutla,costa_sur,40,2022,10,19.26,22.98,8.22,85.5,25.48,22.67,29.89,22.12,2.49,1.71,costa_sur
Ayutla,costa_sur,40,2022,11,18.18,20.68,7.53,84.54,25.34,22.34,29.68,22.39,2.02,1.39,costa_sur
Ayutla,costa_sur,40,2022,12,18.82,19.74,0.67,79.38,24.62,20.52,29.1,20.19,1.92,1.33,costa_sur
Ayutla,costa_sur,40,2022,13,20.41,23.81,8.87,80.69,25.44,21.57,32.53,19.27,2.25,1.56,costa_sur
Ayutla,costa_sur,40,2023,1,19.82,20.59,1.19,78.16,24.17,19.77,29.36,19.63,1.95,1.33,costa_sur
Ayutla,costa_sur,40,2023,2,22.29,22.87,0.1,76.03,24.37,19.44,29.69,19.92,2.08,1.43,costa_sur
Ayutla,costa_sur,40,2023,3,22.24,24.33,1.35,76.71,25.62,20.84,31.4,20.36,2.1,1.46,costa_sur
Ayutla,costa_sur,40,2023,4,22.74,24.92,0.6,71.23,27.24,21.13,33.01,22.22,2.71,1.94,costa_sur
Ayutla,costa_sur,40,2023,5,21.68,24.59,2.46,72.82,27.94,22.18,33.8,24.05,2.16,1.53,costa_sur
Ayutla,costa_sur,40,2023,6,22.16,26.01,8.05,79.96,26.95,22.9,32.13,22.92,2.49,1.75,costa_sur
Ayutla,costa_sur,40,2023,7,22.38,26.05,8.43,80.49,27.12,23.16,32.49,23.29,2.14,1.48,costa_sur
Ayutla,costa_sur,40,2023,8,21.13,25.89,10.67,82.14,26.81,23.22,32.6,22.47,2.28,1.58,costa_sur
Ayutla,costa_sur,40,2023,9,22.07,25.04,11.69,80.78,26.92,23.05,32.39,23.06,2.13,1.45,costa_sur
Ayutla,costa_sur,40,2023,10,18.72,22.97,18.6,86.21,26.18,23.49,31.56,22.72,2.56,1.76,costa_sur
Ayutla,costa_sur,40,2023,11,18.56,20.77,2.54,83.56,26.01,22.79,30.6,22.31,2.04,1.44,costa_sur
Ayutla,costa_sur,40,2023,12,19.13,19.82,0.85,77.0,25.25,20.61,30.05,18.47,1.75,1.22,costa_sur
Ayutla,costa_sur,40,2023,13,21.06,23.65,5.59,78.78,26.22,21.9,33.8,18.47,2.2,1.53,costa_sur
Ayutla,costa_sur,40,2024,1,19.42,20.34,0.22,78.9,25.22,21.0,29.9,21.25,1.88,1.3,costa_sur
Ayutla,costa_sur,40,2024,2,21.97,22.88,0.52,76.45,24.57,19.71,30.2,19.65,2.09,1.43,costa_sur
Ayutla,costa_sur,40,2024,3,23.26,24.31,1.95,74.39,26.71,21.3,32.61,22.21,2.39,1.64,costa_sur
Ayutla,costa_sur,40,2024,4,23.42,24.87,1.86,71.16,27.91,21.65,34.21,23.34,2.52,1.76,costa_sur
Ayutla,costa_sur,40,2024,5,21.3,24.31,6.29,79.84,28.0,23.87,32.97,24.31,2.56,1.81,costa_sur
Ayutla,costa_sur,40,2024,6,16.06,25.35,23.12,88.36,26.2,23.95,31.52,23.02,3.43,2.37,costa_sur
Ayutla,costa_sur,40,2024,7,22.89,25.91,11.63,83.45,26.81,23.52,31.87,22.11,2.25,1.55,costa_sur
Ayutla,costa_sur,40,2024,8,21.49,25.84,10.58,83.5,26.86,23.57,32.27,23.65,2.25,1.57,costa_sur
Ayutla,costa_sur,40,2024,9,19.77,24.8,15.9,85.97,26.29,23.56,31.66,21.92,2.77,1.89,costa_sur
Ayutla,costa_sur,40,2024,10,18.86,22.79,7.4,85.63,25.91,23.12,31.43,22.79,2.34,1.61,costa_sur
Ayutla,costa_sur,40,2024,11,16.8,20.39,7.36,85.88,25.21,22.45,29.35,20.95,2.3,1.59,costa_sur
Ayutla,costa_sur,40,2024,12,17.88,19.6,1.5,80.32,25.12,21.19,30.27,20.66,1.87,1.3,costa_sur
Ayutla,costa_sur,40,2024,13,20.26,23.45,7.35,81.16,26.24,22.42,34.21,19.65,2.39,1.65,costa_sur
Barillas,noroccidente,1375,2010,1,16.42,21.53,0.97,81.78,17.68,13.92,32.97,7.28,1.88,0.61,noroccidente
Barillas,noroccidente,1375,2010,2,18.65,23.63,0.28,72.18,20.28,14.03,34.18,10.98,1.82,0.61,noroccidente
Barillas,noroccidente,1375,2010,3,21.26,25.96,0.24,61.23,22.14,12.91,37.79,12.01,2.05,0.7,noroccidente
Barillas,noroccidente,1375,2010,4,20.7,26.5,2.41,67.28,24.55,16.95,36.74,16.05,1.58,0.56,noroccidente
Barillas,noroccidente,1375,2010,5,19.25,27.45,5.72,75.59,23.99,18.56,36.25,15.64,1.99,0.67,noroccidente
Barillas,noroccidente,1375,2010,6,17.64,27.79,8.36,86.15,22.79,19.99,31.18,18.12,1.57,0.5,noroccidente
Barillas,noroccidente,1375,2010,7,17.33,27.71,9.94,89.87,21.82,19.82,28.16,17.35,1.55,0.49,noroccidente
Barillas,noroccidente,1375,2010,8,16.48,27.23,15.21,92.85,21.81,20.43,27.44,17.48,1.59,0.49,noroccidente
Barillas,noroccidente,1375,2010,9,15.86,26.48,10.11,92.22,21.67,20.16,27.59,17.46,1.42,0.43,noroccidente
Barillas,noroccidente,1375,2010,10,17.66,24.55,0.91,89.1,19.46,17.39,28.02,13.81,1.51,0.48,noroccidente
Barillas,noroccidente,1375,2010,11,16.39,22.34,1.26,88.7,18.33,16.19,26.57,9.92,1.62,0.52,noroccidente
Barillas,noroccidente,1375,2010,12,18.0,21.34,0.26,85.43,15.97,13.23,27.55,8.68,1.6,0.53,noroccidente
Barillas,noroccidente,1375,2010,13,17.97,25.21,4.67,81.93,20.87,16.97,37.79,7.28,1.68,0.55,noroccidente
Barillas,noroccidente,1375,2011,1,17.68,21.35,0.95,82.81,18.59,15.2,27.92,10.98,1.63,0.55,noroccidente
Barillas,noroccidente,1375,2011,2,18.57,23.77,0.49,75.98,19.72,14.74,29.87,12.64,1.72,0.58,noroccidente
Barillas,noroccidente,1375,2011,3,21.28,26.16,0.49,64.03,21.8,13.59,35.6,12.82,1.94,0.67,noroccidente
Barillas,noroccidente,1375,2011,4,21.17,25.7,0.92,60.75,24.37,15.08,36.98,15.7,1.81,0.63,noroccidente
Barillas,noroccidente,1375,2011,5,20.87,26.33,2.21,69.17,24.76,17.68,36.26,16.1,1.77,0.62,noroccidente
Barillas,noroccidente,1375,2011,6,16.83,27.53,6.98,81.74,22.68,18.87,30.41,17.41,1.61,0.56,noroccidente
Barillas,noroccidente,1375,2011,7,17.31,27.51,8.67,91.3,21.43,19.75,26.91,16.48,1.72,0.53,noroccidente
Barillas,noroccidente,1375,2011,8,19.22,27.48,10.16,89.56,21.9,19.81,29.12,17.5,1.47,0.47,noroccidente
