municipio,zona,altitud_m,year,month,temperature,rainfall,humidity,soil_moisture,swvl2,swvl3,soil_temp,zona
Chichicastenango,altiplano_occidente,2073,2017,3,14.27,18.3,71.5,0.1828,0.1678,0.2297,12.85,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,4,15.88,19.0,68.9,0.213,0.1718,0.2165,13.93,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,5,16.55,160.4,80.6,0.3334,0.2928,0.2248,15.53,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,6,15.68,258.0,89.6,0.4115,0.4121,0.3797,15.07,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,7,15.47,119.2,83.0,0.3915,0.3947,0.402,14.85,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,8,15.56,136.7,83.9,0.3995,0.4042,0.4009,14.75,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,9,15.77,359.8,87.5,0.4133,0.4179,0.417,15.07,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,10,15.25,134.4,87.1,0.403,0.4059,0.3967,14.66,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,11,14.0,15.4,79.2,0.3145,0.3273,0.3483,13.22,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2017,12,13.34,11.5,76.5,0.2358,0.2504,0.3006,12.29,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,1,12.41,12.4,76.1,0.1919,0.2064,0.2722,11.61,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,2,13.79,8.7,70.3,0.1843,0.1913,0.2538,12.2,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,3,15.21,10.1,61.5,0.1459,0.1637,0.2314,12.71,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,4,15.44,59.6,71.7,0.2492,0.195,0.2183,13.72,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,5,15.99,154.4,79.4,0.3297,0.2989,0.2268,15.01,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,6,15.3,190.9,85.8,0.4067,0.409,0.3819,14.59,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,7,15.12,35.7,77.6,0.3289,0.335,0.3647,14.26,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,8,15.3,69.4,81.4,0.3837,0.3831,0.3491,14.58,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,9,15.44,141.9,84.7,0.4018,0.4058,0.4026,14.74,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,10,15.01,225.0,86.2,0.3951,0.399,0.4103,14.31,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,11,14.73,17.8,79.4,0.2984,0.3097,0.3344,13.67,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,12,13.68,8.7,74.5,0.2094,0.2341,0.2904,12.18,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,1,13.83,11.0,71.5,0.1628,0.1917,0.2625,12.44,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,2,15.18,11.1,67.7,0.1541,0.1689,0.2407,13.29,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,3,15.24,7.5,64.7,0.1452,0.1563,0.2224,13.26,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,4,15.92,66.4,69.3,0.243,0.2331,0.2139,14.06,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,5,16.38,138.1,79.6,0.3347,0.304,0.2291,15.14,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,6,16.29,142.1,83.1,0.3872,0.3832,0.3264,15.49,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,7,15.5,29.2,78.2,0.3601,0.3642,0.356,14.68,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,8,15.86,124.6,79.5,0.3652,0.3644,0.3573,14.81,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,9,15.65,133.9,84.2,0.4018,0.4057,0.3994,14.94,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,10,15.19,256.1,87.7,0.4101,0.4129,0.4195,14.58,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,11,14.78,16.8,79.7,0.3227,0.3373,0.361,13.82,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,12,14.53,9.8,75.3,0.2165,0.2403,0.2977,13.2,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,1,14.3,12.3,75.1,0.1877,0.2015,0.2689,13.19,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,2,15.21,8.8,69.8,0.1711,0.1806,0.2482,13.58,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,3,15.84,6.3,64.3,0.143,0.1607,0.2282,13.85,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,4,17.41,13.3,62.4,0.1753,0.1538,0.2104,14.47,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,5,16.61,423.6,79.9,0.3563,0.3268,0.2622,15.61,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,6,15.72,412.4,85.7,0.3956,0.3998,0.4085,15.15,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,7,15.48,97.0,82.2,0.387,0.3902,0.3859,14.7,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,8,15.68,185.9,84.9,0.4007,0.4033,0.4054,14.98,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,9,15.55,182.8,85.8,0.4039,0.4082,0.4165,14.88,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,10,15.26,175.1,86.5,0.4073,0.4128,0.4167,14.68,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,11,14.69,165.9,84.4,0.3869,0.3901,0.3981,14.11,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2020,12,13.68,11.6,77.2,0.2837,0.3016,0.3363,12.54,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,1,14.05,21.2,74.6,0.2249,0.2376,0.293,12.69,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,2,14.46,12.0,70.8,0.1721,0.1919,0.2633,12.72,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,3,15.01,23.7,67.2,0.1649,0.1695,0.2406,13.17,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,4,15.78,86.3,74.4,0.2671,0.2401,0.2303,14.34,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,5,15.69,207.8,83.3,0.3854,0.3768,0.3222,14.82,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,6,15.52,185.6,85.4,0.4037,0.4059,0.4006,14.88,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,7,15.4,81.1,81.2,0.3743,0.3794,0.3944,14.74,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,8,15.51,172.0,84.2,0.3957,0.3981,0.3909,14.83,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,9,15.49,131.9,84.9,0.3984,0.402,0.4091,14.73,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,10,15.57,58.9,82.2,0.3622,0.363,0.3587,14.76,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,11,13.85,18.2,78.4,0.3164,0.3228,0.3345,12.97,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2021,12,14.27,10.5,74.6,0.235,0.2446,0.2957,12.81,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,1,13.55,10.3,71.6,0.2063,0.2106,0.2683,12.06,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,2,13.62,17.6,71.8,0.1903,0.1862,0.2494,12.15,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,3,15.23,16.6,68.0,0.1622,0.1661,0.2316,13.49,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,4,16.13,49.8,67.9,0.204,0.1662,0.215,14.09,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,5,16.2,151.6,75.8,0.3229,0.3003,0.2277,14.84,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,6,15.06,373.3,86.9,0.4075,0.4094,0.3994,14.56,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,7,15.15,100.3,82.4,0.3908,0.3959,0.3952,14.56,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,8,15.27,138.7,83.7,0.4004,0.4047,0.403,14.52,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,9,15.17,393.6,90.0,0.4169,0.4206,0.4227,14.77,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,10,14.93,145.6,83.6,0.3865,0.3914,0.3886,14.19,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,11,14.45,49.8,84.0,0.3613,0.3607,0.3553,13.72,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2022,12,13.15,13.3,78.3,0.3037,0.3178,0.3354,12.03,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,1,13.48,5.6,72.5,0.2,0.2316,0.2935,12.01,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,2,14.02,9.4,69.1,0.1555,0.187,0.2617,12.3,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,3,14.89,72.3,72.4,0.2474,0.2377,0.2423,13.39,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,4,15.91,24.4,67.5,0.2132,0.2165,0.2341,13.53,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,5,16.39,62.4,75.9,0.3186,0.3025,0.2368,14.81,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,6,16.75,108.0,77.0,0.3501,0.3439,0.268,15.35,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,7,16.0,193.2,84.2,0.3932,0.3931,0.3628,15.44,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,8,16.1,104.1,82.6,0.3853,0.3859,0.3853,15.37,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,9,16.18,158.3,82.9,0.3976,0.4028,0.3981,15.37,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,10,15.86,248.1,87.4,0.4072,0.4104,0.4098,15.41,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,11,15.02,117.4,84.5,0.37,0.3744,0.3832,14.4,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2023,12,13.91,12.3,77.8,0.2558,0.2772,0.3202,12.85,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,1,14.76,6.1,72.1,0.1754,0.2104,0.2797,12.83,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,2,14.72,9.1,63.0,0.1511,0.1761,0.251,11.97,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,3,17.4,11.7,66.1,0.1511,0.1574,0.2268,15.25,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,4,17.06,72.8,68.5,0.1989,0.1626,0.2107,15.24,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,5,18.3,43.6,66.7,0.2523,0.2207,0.2032,15.84,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,6,16.33,647.6,87.8,0.3839,0.3643,0.3211,15.9,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,7,15.86,115.2,85.5,0.3958,0.3979,0.4017,15.28,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,8,15.94,87.8,83.3,0.3971,0.4014,0.3901,15.23,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,9,16.2,261.2,85.8,0.4062,0.4109,0.4156,15.48,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,10,15.37,222.8,86.2,0.4,0.4046,0.406,14.85,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,11,14.68,85.0,82.3,0.3652,0.3678,0.3627,13.97,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2024,12,13.62,23.1,81.8,0.2935,0.2975,0.3296,12.89,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,1,13.72,8.1,75.9,0.2365,0.2519,0.295,12.31,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,2,14.64,17.9,75.5,0.2129,0.2081,0.2686,13.59,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,3,15.92,10.4,66.9,0.1629,0.1812,0.2455,13.82,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,4,15.62,51.8,70.6,0.2243,0.1905,0.2275,14.1,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,5,17.06,43.7,72.0,0.247,0.1951,0.2168,15.07,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,6,15.72,413.5,85.6,0.3897,0.3755,0.3095,15.17,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,7,15.43,51.4,80.0,0.353,0.3561,0.3763,14.71,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,8,15.52,94.8,80.4,0.3667,0.3654,0.3467,14.68,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,9,15.71,210.9,85.4,0.4012,0.4037,0.4002,15.03,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,10,15.26,154.2,85.6,0.3947,0.4007,0.4109,14.68,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,11,14.27,25.3,80.9,0.3174,0.3197,0.3406,13.53,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2025,12,14.04,30.2,80.4,0.2867,0.285,0.3011,13.36,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2026,1,13.22,8.6,73.9,0.2197,0.2455,0.2815,11.68,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2026,2,12.93,1.6,63.6,0.1513,0.1877,0.2558,10.59,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2026,3,14.63,25.1,68.7,0.1789,0.1666,0.2355,13.17,altiplano_occidente
Chimaltenango,altiplano_central,1800,2010,1,14.82,12.1,71.0,0.2839,0.3116,0.3483,13.35,altiplano_central
Chimaltenango,altiplano_central,1800,2010,2,16.95,19.9,67.9,0.2726,0.2663,0.3148,15.39,altiplano_central
Chimaltenango,altiplano_central,1800,2010,3,17.99,9.1,63.6,0.2789,0.2635,0.2914,16.34,altiplano_central
Chimaltenango,altiplano_central,1800,2010,4,17.83,160.0,75.1,0.3812,0.3489,0.2897,16.64,altiplano_central
Chimaltenango,altiplano_central,1800,2010,5,17.91,391.3,81.5,0.4218,0.4297,0.3613,17.22,altiplano_central
Chimaltenango,altiplano_central,1800,2010,6,17.08,270.1,87.3,0.4578,0.4593,0.4816,16.58,altiplano_central
Chimaltenango,altiplano_central,1800,2010,7,16.77,296.6,87.3,0.4605,0.466,0.4798,16.15,altiplano_central
Chimaltenango,altiplano_central,1800,2010,8,16.83,297.5,89.8,0.4705,0.4761,0.4819,16.2,altiplano_central
Chimaltenango,altiplano_central,1800,2010,9,16.66,256.4,89.8,0.4671,0.4721,0.4674,16.17,altiplano_central
Chimaltenango,altiplano_central,1800,2010,10,15.44,21.7,78.8,0.3645,0.3726,0.3949,14.45,altiplano_central
Chimaltenango,altiplano_central,1800,2010,11,15.07,36.9,75.4,0.3366,0.3173,0.346,14.04,altiplano_central
Chimaltenango,altiplano_central,1800,2010,12,13.95,7.3,66.3,0.2575,0.2772,0.3218,12.54,altiplano_central
Chimaltenango,altiplano_central,1800,2011,1,15.64,10.9,66.3,0.2595,0.2605,0.3002,14.0,altiplano_central
Chimaltenango,altiplano_central,1800,2011,2,15.81,18.0,65.5,0.2659,0.2592,0.2882,14.47,altiplano_central
Chimaltenango,altiplano_central,1800,2011,3,15.5,14.3,66.6,0.2979,0.2702,0.2817,14.01,altiplano_central
Chimaltenango,altiplano_central,1800,2011,4,17.26,51.1,68.9,0.3189,0.2989,0.2765,15.77,altiplano_central
Chimaltenango,altiplano_central,1800,2011,5,17.75,102.9,74.6,0.393,0.3741,0.2853,16.51,altiplano_central
Chimaltenango,altiplano_central,1800,2011,6,16.9,200.4,85.3,0.4558,0.4567,0.3734,16.19,altiplano_central
Chimaltenango,altiplano_central,1800,2011,7,16.56,208.9,86.4,0.458,0.4632,0.4796,15.89,altiplano_central
Chimaltenango,altiplano_central,1800,2011,8,16.89,152.0,83.6,0.447,0.4505,0.4613,15.97,altiplano_central
Chimaltenango,altiplano_central,1800,2011,9,16.8,205.9,86.2,0.4649,0.4697,0.4815,16.05,altiplano_central
Chimaltenango,altiplano_central,1800,2011,10,15.49,270.9,86.8,0.4474,0.4567,0.4641,14.96,altiplano_central
Chimaltenango,altiplano_central,1800,2011,11,15.47,15.6,74.6,0.3361,0.3378,0.3744,14.28,altiplano_central
Chimaltenango,altiplano_central,1800,2011,12,15.12,9.0,70.4,0.2544,0.2752,0.3333,13.81,altiplano_central
Chimaltenango,altiplano_central,1800,2012,1,15.34,14.4,68.4,0.2573,0.2616,0.3099,14.11,altiplano_central
Chimaltenango,altiplano_central,1800,2012,2,16.24,10.9,68.2,0.2828,0.2626,0.2969,14.92,altiplano_central
Chimaltenango,altiplano_central,1800,2012,3,16.48,10.3,63.9,0.2494,0.2586,0.2847,15.21,altiplano_central
Chimaltenango,altiplano_central,1800,2012,4,16.52,53.1,71.4,0.3831,0.3495,0.2841,15.03,altiplano_central
Chimaltenango,altiplano_central,1800,2012,5,17.66,127.5,77.1,0.3872,0.3778,0.3099,16.62,altiplano_central
Chimaltenango,altiplano_central,1800,2012,6,17.05,90.7,83.2,0.4573,0.4596,0.4227,16.19,altiplano_central
Chimaltenango,altiplano_central,1800,2012,7,16.82,49.2,78.1,0.4223,0.4237,0.4273,15.82,altiplano_central
Chimaltenango,altiplano_central,1800,2012,8,16.77,211.7,83.9,0.4556,0.458,0.4403,15.92,altiplano_central
Chimaltenango,altiplano_central,1800,2012,9,16.69,98.6,80.9,0.4413,0.451,0.4682,15.6,altiplano_central
Chimaltenango,altiplano_central,1800,2012,10,16.14,128.0,81.9,0.4282,0.4389,0.4613,15.19,altiplano_central
Chimaltenango,altiplano_central,1800,2012,11,14.63,6.0,75.1,0.3206,0.3471,0.3951,13.62,altiplano_central
Chimaltenango,altiplano_central,1800,2012,12,15.36,4.9,69.2,0.2474,0.2791,0.3456,13.72,altiplano_central
Chimaltenango,altiplano_central,1800,2013,1,15.6,24.5,71.6,0.2683,0.2642,0.3136,14.68,altiplano_central
Chimaltenango,altiplano_central,1800,2013,2,16.57,8.3,63.9,0.2538,0.2625,0.2958,14.77,altiplano_central
Chimaltenango,altiplano_central,1800,2013,3,16.43,5.7,61.1,0.263,0.2591,0.2814,15.09,altiplano_central
Chimaltenango,altiplano_central,1800,2013,4,18.48,30.4,67.2,0.2848,0.2602,0.2735,17.16,altiplano_central
Chimaltenango,altiplano_central,1800,2013,5,17.33,145.5,76.6,0.3846,0.3557,0.2774,16.42,altiplano_central
Chimaltenango,altiplano_central,1800,2013,6,16.92,147.6,85.7,0.4571,0.457,0.3775,16.3,altiplano_central
Chimaltenango,altiplano_central,1800,2013,7,16.62,127.9,81.7,0.4472,0.4551,0.4631,15.81,altiplano_central
Chimaltenango,altiplano_central,1800,2013,8,16.66,164.6,81.6,0.4368,0.4359,0.441,15.83,altiplano_central
Chimaltenango,altiplano_central,1800,2013,9,16.75,230.6,88.2,0.4648,0.4682,0.481,16.03,altiplano_central
Chimaltenango,altiplano_central,1800,2013,10,16.66,106.5,85.0,0.4514,0.4573,0.4573,15.86,altiplano_central
Chimaltenango,altiplano_central,1800,2013,11,15.69,25.9,82.0,0.4242,0.4253,0.4495,14.88,altiplano_central
Chimaltenango,altiplano_central,1800,2013,12,15.15,18.3,77.6,0.3298,0.3384,0.3886,13.89,altiplano_central
Chimaltenango,altiplano_central,1800,2014,1,14.54,5.9,69.3,0.2521,0.2818,0.3457,13.31,altiplano_central
Chimaltenango,altiplano_central,1800,2014,2,16.41,16.6,66.2,0.2552,0.2625,0.3145,14.85,altiplano_central
Chimaltenango,altiplano_central,1800,2014,3,17.51,18.3,64.5,0.2826,0.2656,0.2952,15.92,altiplano_central
Chimaltenango,altiplano_central,1800,2014,4,17.92,30.5,66.2,0.282,0.2607,0.2815,16.7,altiplano_central
Chimaltenango,altiplano_central,1800,2014,5,17.19,186.1,85.0,0.452,0.4344,0.3294,16.75,altiplano_central
Chimaltenango,altiplano_central,1800,2014,6,16.99,206.2,85.0,0.4638,0.4708,0.4656,16.24,altiplano_central
Chimaltenango,altiplano_central,1800,2014,7,17.29,27.0,76.5,0.3931,0.3948,0.4317,16.32,altiplano_central
Chimaltenango,altiplano_central,1800,2014,8,17.11,70.6,77.0,0.3818,0.3478,0.3745,16.1,altiplano_central
Chimaltenango,altiplano_central,1800,2014,9,16.48,340.7,87.8,0.4673,0.4673,0.4439,15.9,altiplano_central
Chimaltenango,altiplano_central,1800,2014,10,16.13,269.8,85.2,0.4513,0.454,0.4716,15.49,altiplano_central
Chimaltenango,altiplano_central,1800,2014,11,15.07,28.6,81.0,0.3906,0.3959,0.42,14.3,altiplano_central
Chimaltenango,altiplano_central,1800,2014,12,15.0,6.2,73.0,0.2769,0.3071,0.3634,13.62,altiplano_central
Chimaltenango,altiplano_central,1800,2015,1,14.96,7.4,70.7,0.2432,0.2671,0.3264,14.01,altiplano_central
Chimaltenango,altiplano_central,1800,2015,2,15.57,11.7,67.9,0.2618,0.2613,0.305,14.19,altiplano_central
Chimaltenango,altiplano_central,1800,2015,3,16.63,25.1,66.4,0.2692,0.26,0.2902,15.42,altiplano_central
Chimaltenango,altiplano_central,1800,2015,4,18.47,38.4,67.3,0.2928,0.2664,0.2816,17.07,altiplano_central
Chimaltenango,altiplano_central,1800,2015,5,17.76,51.8,73.9,0.375,0.3577,0.2823,16.73,altiplano_central
Chimaltenango,altiplano_central,1800,2015,6,17.32,207.3,83.0,0.4424,0.4401,0.3706,16.63,altiplano_central
Chimaltenango,altiplano_central,1800,2015,7,17.23,90.1,77.4,0.419,0.4203,0.3923,16.27,altiplano_central
Chimaltenango,altiplano_central,1800,2015,8,17.78,55.4,74.2,0.3753,0.3567,0.3718,16.4,altiplano_central
Chimaltenango,altiplano_central,1800,2015,9,17.21,269.1,84.3,0.4553,0.4451,0.3943,16.43,altiplano_central
Chimaltenango,altiplano_central,1800,2015,10,17.15,139.8,85.3,0.4442,0.4457,0.4648,16.4,altiplano_central
Chimaltenango,altiplano_central,1800,2015,11,16.66,101.0,83.9,0.4413,0.446,0.4566,15.91,altiplano_central
Chimaltenango,altiplano_central,1800,2015,12,16.29,10.7,77.9,0.3369,0.3643,0.4242,14.98,altiplano_central
Chimaltenango,altiplano_central,1800,2016,1,15.74,6.4,72.7,0.2556,0.2898,0.3645,14.51,altiplano_central
Chimaltenango,altiplano_central,1800,2016,2,14.93,7.2,69.9,0.2432,0.2651,0.324,14.0,altiplano_central
Chimaltenango,altiplano_central,1800,2016,3,18.0,44.6,70.8,0.3044,0.2948,0.3016,16.43,altiplano_central
Chimaltenango,altiplano_central,1800,2016,4,19.18,29.7,66.8,0.2853,0.266,0.2845,17.87,altiplano_central
Chimaltenango,altiplano_central,1800,2016,5,19.32,89.5,70.0,0.3449,0.3,0.2776,18.04,altiplano_central
Chimaltenango,altiplano_central,1800,2016,6,17.36,191.8,82.3,0.4399,0.417,0.3187,16.83,altiplano_central
Chimaltenango,altiplano_central,1800,2016,7,17.36,61.2,77.4,0.375,0.3673,0.3484,16.48,altiplano_central
Chimaltenango,altiplano_central,1800,2016,8,17.39,202.9,80.6,0.4304,0.4226,0.3685,16.49,altiplano_central
Chimaltenango,altiplano_central,1800,2016,9,17.0,195.2,83.1,0.4554,0.4582,0.4373,16.12,altiplano_central
Chimaltenango,altiplano_central,1800,2016,10,16.55,24.2,79.7,0.4197,0.4174,0.433,15.67,altiplano_central
Chimaltenango,altiplano_central,1800,2016,11,15.86,26.2,79.0,0.3611,0.3691,0.3952,14.91,altiplano_central
Chimaltenango,altiplano_central,1800,2016,12,16.01,14.3,74.4,0.292,0.2937,0.3543,14.81,altiplano_central
Chimaltenango,altiplano_central,1800,2017,1,15.19,6.5,64.7,0.2486,0.2668,0.3187,13.66,altiplano_central
Chimaltenango,altiplano_central,1800,2017,2,16.55,15.6,66.2,0.2506,0.2594,0.2935,15.32,altiplano_central
Chimaltenango,altiplano_central,1800,2017,3,16.31,13.4,67.3,0.272,0.26,0.2807,15.35,altiplano_central
Chimaltenango,altiplano_central,1800,2017,4,17.99,30.5,65.6,0.288,0.2624,0.2724,16.49,altiplano_central
Chimaltenango,altiplano_central,1800,2017,5,18.22,174.7,79.3,0.4031,0.3595,0.2792,17.45,altiplano_central
Chimaltenango,altiplano_central,1800,2017,6,17.09,309.6,89.9,0.468,0.4729,0.428,16.63,altiplano_central
Chimaltenango,altiplano_central,1800,2017,7,16.96,116.5,81.6,0.4476,0.4552,0.4663,16.15,altiplano_central
Chimaltenango,altiplano_central,1800,2017,8,17.12,115.8,82.2,0.4522,0.4587,0.4533,16.12,altiplano_central
Chimaltenango,altiplano_central,1800,2017,9,17.22,296.7,87.5,0.463,0.4726,0.4799,16.55,altiplano_central
Chimaltenango,altiplano_central,1800,2017,10,16.54,109.7,86.3,0.4564,0.46,0.4605,15.86,altiplano_central
Chimaltenango,altiplano_central,1800,2017,11,15.46,8.0,77.0,0.3601,0.3791,0.3985,14.34,altiplano_central
Chimaltenango,altiplano_central,1800,2017,12,15.01,9.1,72.7,0.2856,0.2924,0.351,13.81,altiplano_central
Chimaltenango,altiplano_central,1800,2018,1,14.04,13.7,71.9,0.256,0.2662,0.3215,13.24,altiplano_central
Chimaltenango,altiplano_central,1800,2018,2,15.71,12.3,67.1,0.2649,0.2617,0.3044,14.48,altiplano_central
Chimaltenango,altiplano_central,1800,2018,3,17.34,11.4,58.8,0.2429,0.2582,0.2865,15.68,altiplano_central
Chimaltenango,altiplano_central,1800,2018,4,17.4,77.0,69.3,0.3266,0.288,0.2787,16.03,altiplano_central
Chimaltenango,altiplano_central,1800,2018,5,17.9,119.4,75.6,0.3897,0.3586,0.284,16.9,altiplano_central
Chimaltenango,altiplano_central,1800,2018,6,16.78,176.8,84.6,0.46,0.4639,0.4055,16.11,altiplano_central
Chimaltenango,altiplano_central,1800,2018,7,17.16,28.3,72.9,0.3487,0.3545,0.4039,15.88,altiplano_central
Chimaltenango,altiplano_central,1800,2018,8,17.31,66.4,76.2,0.3877,0.3365,0.3517,16.27,altiplano_central
Chimaltenango,altiplano_central,1800,2018,9,17.02,125.9,82.3,0.4456,0.4374,0.3716,16.2,altiplano_central
Chimaltenango,altiplano_central,1800,2018,10,16.45,281.9,85.5,0.4473,0.4534,0.4506,15.73,altiplano_central
Chimaltenango,altiplano_central,1800,2018,11,16.39,12.6,77.0,0.3252,0.3509,0.4161,15.11,altiplano_central
Chimaltenango,altiplano_central,1800,2018,12,15.4,7.0,70.0,0.2584,0.2857,0.3578,14.01,altiplano_central
Chimaltenango,altiplano_central,1800,2019,1,15.65,5.5,67.9,0.2399,0.2638,0.3192,14.5,altiplano_central
Chimaltenango,altiplano_central,1800,2019,2,17.26,6.1,63.2,0.2387,0.2588,0.2946,15.89,altiplano_central
Chimaltenango,altiplano_central,1800,2019,3,17.42,4.8,60.6,0.2365,0.2576,0.2794,16.2,altiplano_central
Chimaltenango,altiplano_central,1800,2019,4,17.85,52.9,66.4,0.309,0.308,0.2737,16.51,altiplano_central
Chimaltenango,altiplano_central,1800,2019,5,18.04,134.9,80.1,0.4107,0.3666,0.2818,17.22,altiplano_central
