municipio,zona,altitud_m,year,month,temperature,rainfall,humidity,soil_moisture,swvl2,swvl3,soil_temp,zona
Asuncion Mita,oriente_seco,500,2010,1,20.5,1.1,66.6,0.2492,0.2863,0.285,18.78,oriente_seco
Asuncion Mita,oriente_seco,500,2010,2,22.45,5.0,64.9,0.2423,0.279,0.2826,20.53,oriente_seco
Asuncion Mita,oriente_seco,500,2010,3,23.1,1.5,60.4,0.2437,0.2776,0.281,20.92,oriente_seco
Asuncion Mita,oriente_seco,500,2010,4,25.01,36.7,66.4,0.314,0.285,0.2801,22.9,oriente_seco
Asuncion Mita,oriente_seco,500,2010,5,24.35,219.3,74.5,0.3789,0.334,0.2854,23.16,oriente_seco
Asuncion Mita,oriente_seco,500,2010,6,23.2,164.3,82.7,0.4549,0.4526,0.3873,22.0,oriente_seco
Asuncion Mita,oriente_seco,500,2010,7,22.81,156.2,83.0,0.4663,0.4672,0.4364,21.52,oriente_seco
Asuncion Mita,oriente_seco,500,2010,8,22.79,226.2,84.1,0.4786,0.4769,0.4575,21.36,oriente_seco
Asuncion Mita,oriente_seco,500,2010,9,22.45,282.7,85.5,0.4764,0.4762,0.4712,21.28,oriente_seco
Asuncion Mita,oriente_seco,500,2010,10,21.28,16.6,75.3,0.3545,0.3948,0.4527,19.05,oriente_seco
Asuncion Mita,oriente_seco,500,2010,11,21.1,13.6,69.0,0.2851,0.3163,0.3875,18.83,oriente_seco
Asuncion Mita,oriente_seco,500,2010,12,19.1,0.9,65.2,0.2469,0.2905,0.3486,16.96,oriente_seco
Asuncion Mita,oriente_seco,500,2011,1,21.4,1.3,66.4,0.2416,0.2813,0.3223,19.1,oriente_seco
Asuncion Mita,oriente_seco,500,2011,2,22.16,2.6,64.4,0.2441,0.279,0.3058,19.88,oriente_seco
Asuncion Mita,oriente_seco,500,2011,3,22.27,4.4,59.3,0.2491,0.2782,0.2953,19.54,oriente_seco
Asuncion Mita,oriente_seco,500,2011,4,24.33,50.4,61.8,0.284,0.3,0.2883,21.85,oriente_seco
Asuncion Mita,oriente_seco,500,2011,5,24.18,78.8,71.5,0.3521,0.3391,0.2861,22.46,oriente_seco
Asuncion Mita,oriente_seco,500,2011,6,23.66,138.7,76.0,0.4047,0.3639,0.2875,21.97,oriente_seco
Asuncion Mita,oriente_seco,500,2011,7,22.98,122.4,80.0,0.439,0.4326,0.3338,21.58,oriente_seco
Asuncion Mita,oriente_seco,500,2011,8,23.33,162.4,78.4,0.4223,0.4003,0.3525,21.66,oriente_seco
Asuncion Mita,oriente_seco,500,2011,9,23.08,160.9,79.9,0.4359,0.4224,0.3437,21.42,oriente_seco
Asuncion Mita,oriente_seco,500,2011,10,20.92,311.8,83.3,0.4521,0.4618,0.4457,19.89,oriente_seco
Asuncion Mita,oriente_seco,500,2011,11,20.8,8.4,73.9,0.3048,0.3563,0.425,18.93,oriente_seco
Asuncion Mita,oriente_seco,500,2011,12,20.53,0.8,70.7,0.2478,0.3048,0.3742,18.71,oriente_seco
Asuncion Mita,oriente_seco,500,2012,1,21.22,2.6,67.3,0.2417,0.2865,0.341,19.5,oriente_seco
Asuncion Mita,oriente_seco,500,2012,2,22.31,1.5,65.8,0.2443,0.2807,0.3189,20.46,oriente_seco
Asuncion Mita,oriente_seco,500,2012,3,22.9,2.5,60.4,0.2405,0.2787,0.3023,20.86,oriente_seco
Asuncion Mita,oriente_seco,500,2012,4,23.86,28.0,62.5,0.3028,0.2873,0.2921,21.21,oriente_seco
Asuncion Mita,oriente_seco,500,2012,5,24.3,138.5,72.5,0.3619,0.3554,0.2934,22.65,oriente_seco
Asuncion Mita,oriente_seco,500,2012,6,23.67,79.0,76.7,0.4143,0.4059,0.3212,21.81,oriente_seco
Asuncion Mita,oriente_seco,500,2012,7,23.81,67.1,70.4,0.3474,0.3223,0.3101,22.09,oriente_seco
Asuncion Mita,oriente_seco,500,2012,8,23.68,174.4,75.2,0.4118,0.364,0.2984,21.87,oriente_seco
Asuncion Mita,oriente_seco,500,2012,9,23.75,44.6,72.2,0.363,0.3477,0.2967,21.75,oriente_seco
Asuncion Mita,oriente_seco,500,2012,10,22.63,70.7,75.6,0.368,0.3377,0.2912,21.0,oriente_seco
Asuncion Mita,oriente_seco,500,2012,11,20.84,2.6,68.0,0.2547,0.2968,0.2874,19.18,oriente_seco
Asuncion Mita,oriente_seco,500,2012,12,21.59,1.2,65.2,0.2404,0.2802,0.284,19.44,oriente_seco
Asuncion Mita,oriente_seco,500,2013,1,21.64,2.8,67.4,0.2419,0.2779,0.282,20.2,oriente_seco
Asuncion Mita,oriente_seco,500,2013,2,22.81,1.3,62.9,0.2402,0.2767,0.2809,20.44,oriente_seco
Asuncion Mita,oriente_seco,500,2013,3,22.11,1.3,61.1,0.2462,0.2755,0.2801,20.11,oriente_seco
Asuncion Mita,oriente_seco,500,2013,4,25.44,7.6,60.2,0.2436,0.2746,0.2795,23.06,oriente_seco
Asuncion Mita,oriente_seco,500,2013,5,24.55,64.9,68.0,0.3131,0.2838,0.2793,22.82,oriente_seco
Asuncion Mita,oriente_seco,500,2013,6,23.75,70.1,76.1,0.4121,0.3495,0.28,22.32,oriente_seco
Asuncion Mita,oriente_seco,500,2013,7,23.49,69.7,74.0,0.3913,0.3681,0.286,21.92,oriente_seco
Asuncion Mita,oriente_seco,500,2013,8,23.35,153.1,75.0,0.3882,0.3432,0.2866,21.93,oriente_seco
Asuncion Mita,oriente_seco,500,2013,9,22.89,218.1,82.7,0.4716,0.4629,0.337,21.47,oriente_seco
Asuncion Mita,oriente_seco,500,2013,10,22.96,120.3,78.8,0.4213,0.4092,0.367,21.22,oriente_seco
Asuncion Mita,oriente_seco,500,2013,11,22.24,9.9,72.8,0.3309,0.3614,0.3521,20.59,oriente_seco
Asuncion Mita,oriente_seco,500,2013,12,21.78,12.3,69.5,0.2598,0.2944,0.3271,19.9,oriente_seco
Asuncion Mita,oriente_seco,500,2014,1,20.31,0.6,66.0,0.2422,0.2812,0.3089,18.77,oriente_seco
Asuncion Mita,oriente_seco,500,2014,2,22.82,0.9,62.8,0.2399,0.2786,0.2966,20.86,oriente_seco
Asuncion Mita,oriente_seco,500,2014,3,23.99,10.5,61.5,0.249,0.2776,0.2882,22.07,oriente_seco
Asuncion Mita,oriente_seco,500,2014,4,24.84,4.5,59.5,0.2441,0.2766,0.2832,22.67,oriente_seco
Asuncion Mita,oriente_seco,500,2014,5,24.07,82.3,73.8,0.3799,0.3174,0.2815,22.77,oriente_seco
Asuncion Mita,oriente_seco,500,2014,6,23.59,129.0,78.4,0.4369,0.4176,0.2979,22.27,oriente_seco
Asuncion Mita,oriente_seco,500,2014,7,24.56,16.0,66.5,0.2919,0.309,0.2999,23.09,oriente_seco
Asuncion Mita,oriente_seco,500,2014,8,24.34,53.3,69.4,0.3206,0.2877,0.2884,22.74,oriente_seco
Asuncion Mita,oriente_seco,500,2014,9,23.17,218.0,79.0,0.4267,0.3782,0.2938,21.73,oriente_seco
Asuncion Mita,oriente_seco,500,2014,10,22.13,195.2,81.6,0.4444,0.4394,0.3609,20.83,oriente_seco
Asuncion Mita,oriente_seco,500,2014,11,20.81,12.5,74.1,0.3379,0.3734,0.3831,19.13,oriente_seco
Asuncion Mita,oriente_seco,500,2014,12,20.76,0.4,69.1,0.2536,0.3013,0.3494,18.93,oriente_seco
Asuncion Mita,oriente_seco,500,2015,1,20.81,0.8,67.8,0.2399,0.2829,0.3229,19.37,oriente_seco
Asuncion Mita,oriente_seco,500,2015,2,21.29,0.8,64.6,0.2388,0.2792,0.306,19.3,oriente_seco
Asuncion Mita,oriente_seco,500,2015,3,23.01,6.6,63.1,0.2448,0.278,0.294,21.34,oriente_seco
Asuncion Mita,oriente_seco,500,2015,4,25.05,23.1,64.3,0.261,0.2773,0.2868,23.13,oriente_seco
Asuncion Mita,oriente_seco,500,2015,5,25.15,30.1,63.5,0.3048,0.281,0.2827,23.64,oriente_seco
Asuncion Mita,oriente_seco,500,2015,6,23.81,119.1,75.8,0.391,0.3768,0.2907,22.69,oriente_seco
Asuncion Mita,oriente_seco,500,2015,7,24.33,45.1,68.6,0.3189,0.3004,0.2912,22.85,oriente_seco
Asuncion Mita,oriente_seco,500,2015,8,25.02,64.7,66.9,0.3128,0.2881,0.2846,23.39,oriente_seco
Asuncion Mita,oriente_seco,500,2015,9,23.99,252.8,75.8,0.383,0.3262,0.2887,22.68,oriente_seco
Asuncion Mita,oriente_seco,500,2015,10,23.12,153.7,80.5,0.4311,0.434,0.3693,21.63,oriente_seco
Asuncion Mita,oriente_seco,500,2015,11,22.79,65.9,77.6,0.3901,0.3922,0.3701,21.28,oriente_seco
Asuncion Mita,oriente_seco,500,2015,12,22.93,3.3,70.4,0.2809,0.3367,0.3485,20.7,oriente_seco
Asuncion Mita,oriente_seco,500,2016,1,21.69,0.6,65.0,0.24,0.2875,0.3219,19.58,oriente_seco
Asuncion Mita,oriente_seco,500,2016,2,20.7,0.5,64.9,0.2389,0.2797,0.3045,19.11,oriente_seco
Asuncion Mita,oriente_seco,500,2016,3,24.47,17.5,65.6,0.2654,0.2789,0.2935,22.09,oriente_seco
Asuncion Mita,oriente_seco,500,2016,4,25.34,11.6,62.1,0.2553,0.2781,0.286,23.58,oriente_seco
Asuncion Mita,oriente_seco,500,2016,5,26.08,27.0,64.3,0.2952,0.2798,0.2824,24.03,oriente_seco
Asuncion Mita,oriente_seco,500,2016,6,24.12,98.6,74.7,0.3972,0.3527,0.2819,22.78,oriente_seco
Asuncion Mita,oriente_seco,500,2016,7,24.29,68.6,71.1,0.3592,0.3236,0.2822,22.9,oriente_seco
Asuncion Mita,oriente_seco,500,2016,8,24.15,70.2,73.8,0.3705,0.3263,0.2814,22.52,oriente_seco
Asuncion Mita,oriente_seco,500,2016,9,23.61,120.2,75.9,0.4048,0.343,0.2812,22.02,oriente_seco
Asuncion Mita,oriente_seco,500,2016,10,23.67,7.0,69.5,0.3041,0.3136,0.2821,21.91,oriente_seco
Asuncion Mita,oriente_seco,500,2016,11,22.46,26.8,69.1,0.2806,0.2824,0.2807,21.0,oriente_seco
Asuncion Mita,oriente_seco,500,2016,12,22.45,11.9,69.1,0.2686,0.2799,0.2798,20.87,oriente_seco
Asuncion Mita,oriente_seco,500,2017,1,21.25,0.6,62.9,0.24,0.278,0.2793,19.14,oriente_seco
Asuncion Mita,oriente_seco,500,2017,2,22.74,0.7,61.9,0.239,0.2767,0.279,20.44,oriente_seco
Asuncion Mita,oriente_seco,500,2017,3,22.59,1.7,60.9,0.2412,0.2755,0.2789,20.95,oriente_seco
Asuncion Mita,oriente_seco,500,2017,4,25.16,16.5,57.6,0.2486,0.2745,0.2788,22.76,oriente_seco
Asuncion Mita,oriente_seco,500,2017,5,24.75,103.4,72.7,0.3578,0.2938,0.2788,23.31,oriente_seco
Asuncion Mita,oriente_seco,500,2017,6,23.55,215.3,81.0,0.4378,0.3982,0.3152,22.3,oriente_seco
Asuncion Mita,oriente_seco,500,2017,7,23.63,34.2,75.0,0.3869,0.3717,0.3658,21.96,oriente_seco
Asuncion Mita,oriente_seco,500,2017,8,24.27,59.5,72.7,0.3663,0.3211,0.3334,22.02,oriente_seco
Asuncion Mita,oriente_seco,500,2017,9,23.76,233.8,79.1,0.4264,0.3703,0.3236,22.33,oriente_seco
Asuncion Mita,oriente_seco,500,2017,10,22.31,64.6,81.4,0.4261,0.4329,0.4115,21.07,oriente_seco
Asuncion Mita,oriente_seco,500,2017,11,21.47,2.3,70.6,0.296,0.3313,0.3775,19.48,oriente_seco
Asuncion Mita,oriente_seco,500,2017,12,21.04,0.9,66.8,0.2455,0.2897,0.3404,19.23,oriente_seco
Asuncion Mita,oriente_seco,500,2018,1,19.7,0.9,66.7,0.2399,0.2808,0.317,18.3,oriente_seco
Asuncion Mita,oriente_seco,500,2018,2,22.19,10.5,64.0,0.2517,0.279,0.3026,20.44,oriente_seco
Asuncion Mita,oriente_seco,500,2018,3,23.54,3.9,59.9,0.2411,0.278,0.2913,21.34,oriente_seco
Asuncion Mita,oriente_seco,500,2018,4,24.52,20.6,61.4,0.2607,0.2771,0.285,22.59,oriente_seco
Asuncion Mita,oriente_seco,500,2018,5,24.49,304.7,70.2,0.3637,0.3263,0.2926,22.94,oriente_seco
Asuncion Mita,oriente_seco,500,2018,6,22.99,131.6,80.9,0.4698,0.4612,0.3748,21.57,oriente_seco
Asuncion Mita,oriente_seco,500,2018,7,24.02,26.1,68.7,0.316,0.3385,0.361,22.13,oriente_seco
Asuncion Mita,oriente_seco,500,2018,8,23.97,73.5,71.8,0.3651,0.3044,0.323,22.24,oriente_seco
Asuncion Mita,oriente_seco,500,2018,9,23.48,130.1,78.1,0.4314,0.3808,0.3088,21.9,oriente_seco
Asuncion Mita,oriente_seco,500,2018,10,22.15,365.3,83.0,0.4497,0.4536,0.4079,21.08,oriente_seco
Asuncion Mita,oriente_seco,500,2018,11,22.16,5.0,74.0,0.3077,0.3613,0.4201,20.25,oriente_seco
Asuncion Mita,oriente_seco,500,2018,12,21.34,0.9,65.8,0.2435,0.3002,0.3663,18.97,oriente_seco
Asuncion Mita,oriente_seco,500,2019,1,21.15,0.8,66.6,0.2402,0.2837,0.3324,19.45,oriente_seco
Asuncion Mita,oriente_seco,500,2019,2,23.16,3.3,62.6,0.2401,0.2795,0.3102,20.98,oriente_seco
Asuncion Mita,oriente_seco,500,2019,3,23.17,0.2,59.6,0.2388,0.2781,0.2955,21.03,oriente_seco
Asuncion Mita,oriente_seco,500,2019,4,24.55,36.4,62.5,0.2845,0.2815,0.2874,22.23,oriente_seco
Asuncion Mita,oriente_seco,500,2019,5,24.64,121.2,75.0,0.3941,0.339,0.2847,23.23,oriente_seco
Asuncion Mita,oriente_seco,500,2019,6,24.57,56.8,75.2,0.4145,0.3895,0.2947,22.73,oriente_seco
Asuncion Mita,oriente_seco,500,2019,7,24.77,27.3,66.4,0.3071,0.2998,0.2897,22.98,oriente_seco
Asuncion Mita,oriente_seco,500,2019,8,24.89,72.5,69.1,0.3382,0.3088,0.2839,23.05,oriente_seco
Asuncion Mita,oriente_seco,500,2019,9,24.09,156.7,75.5,0.4066,0.3677,0.284,22.44,oriente_seco
Asuncion Mita,oriente_seco,500,2019,10,22.95,204.3,81.5,0.4572,0.4492,0.3265,21.57,oriente_seco
Asuncion Mita,oriente_seco,500,2019,11,22.38,4.1,71.4,0.3224,0.3677,0.3624,20.4,oriente_seco
Asuncion Mita,oriente_seco,500,2019,12,21.61,10.5,68.2,0.2631,0.2925,0.3309,19.74,oriente_seco
Asuncion Mita,oriente_seco,500,2020,1,22.37,1.8,65.4,0.2429,0.281,0.3102,20.32,oriente_seco
Asuncion Mita,oriente_seco,500,2020,2,23.01,3.5,62.4,0.2412,0.2785,0.2963,21.05,oriente_seco
Asuncion Mita,oriente_seco,500,2020,3,23.92,0.8,60.1,0.2384,0.2773,0.2879,22.06,oriente_seco
Asuncion Mita,oriente_seco,500,2020,4,26.63,5.2,58.3,0.2459,0.2762,0.2829,23.89,oriente_seco
Asuncion Mita,oriente_seco,500,2020,5,25.09,333.9,70.9,0.3604,0.3317,0.2844,23.97,oriente_seco
Asuncion Mita,oriente_seco,500,2020,6,22.87,211.5,83.1,0.4498,0.4601,0.4601,21.97,oriente_seco
Asuncion Mita,oriente_seco,500,2020,7,23.64,51.5,76.2,0.3833,0.3624,0.4052,21.94,oriente_seco
Asuncion Mita,oriente_seco,500,2020,8,23.69,163.2,77.2,0.4219,0.3948,0.363,21.93,oriente_seco
Asuncion Mita,oriente_seco,500,2020,9,23.63,101.0,78.0,0.4449,0.4334,0.3599,21.51,oriente_seco
Asuncion Mita,oriente_seco,500,2020,10,23.05,107.9,78.6,0.4316,0.4208,0.3669,21.19,oriente_seco
Asuncion Mita,oriente_seco,500,2020,11,21.67,176.6,81.0,0.4355,0.4485,0.4115,20.26,oriente_seco
Asuncion Mita,oriente_seco,500,2020,12,20.87,2.7,71.6,0.2947,0.3522,0.4023,19.13,oriente_seco
Asuncion Mita,oriente_seco,500,2021,1,21.84,1.6,67.3,0.2483,0.2995,0.3604,19.79,oriente_seco
Asuncion Mita,oriente_seco,500,2021,2,22.13,0.7,61.5,0.239,0.2833,0.3285,19.5,oriente_seco
Asuncion Mita,oriente_seco,500,2021,3,23.36,1.7,59.5,0.2394,0.2793,0.3068,20.85,oriente_seco
Asuncion Mita,oriente_seco,500,2021,4,24.69,13.3,64.7,0.2681,0.2785,0.2935,22.58,oriente_seco
Asuncion Mita,oriente_seco,500,2021,5,24.7,50.1,69.5,0.3191,0.291,0.2869,23.13,oriente_seco
Asuncion Mita,oriente_seco,500,2021,6,24.02,92.8,75.7,0.3976,0.3429,0.2849,22.6,oriente_seco
Asuncion Mita,oriente_seco,500,2021,7,24.3,77.0,69.7,0.3504,0.3263,0.2852,22.48,oriente_seco
Asuncion Mita,oriente_seco,500,2021,8,24.02,111.9,74.0,0.3795,0.3388,0.2832,22.25,oriente_seco
Asuncion Mita,oriente_seco,500,2021,9,23.51,100.1,77.2,0.4074,0.3976,0.3032,21.73,oriente_seco
Asuncion Mita,oriente_seco,500,2021,10,24.34,53.7,70.7,0.3313,0.3145,0.3024,22.15,oriente_seco
Asuncion Mita,oriente_seco,500,2021,11,22.17,6.6,66.2,0.2711,0.2895,0.2926,20.39,oriente_seco
Asuncion Mita,oriente_seco,500,2021,12,22.48,2.6,65.4,0.2457,0.2797,0.2868,20.58,oriente_seco
Asuncion Mita,oriente_seco,500,2022,1,21.6,1.9,65.2,0.243,0.2779,0.2834,19.85,oriente_seco
Asuncion Mita,oriente_seco,500,2022,2,22.03,0.6,62.9,0.2407,0.2767,0.2815,19.97,oriente_seco
Asuncion Mita,oriente_seco,500,2022,3,23.65,2.7,61.8,0.2419,0.2755,0.2804,21.61,oriente_seco
Asuncion Mita,oriente_seco,500,2022,4,25.14,18.8,59.3,0.2536,0.2746,0.2796,22.82,oriente_seco
Asuncion Mita,oriente_seco,500,2022,5,24.59,121.1,68.0,0.356,0.3166,0.2798,22.81,oriente_seco
Asuncion Mita,oriente_seco,500,2022,6,22.35,302.9,82.8,0.4678,0.4653,0.3714,21.42,oriente_seco
Asuncion Mita,oriente_seco,500,2022,7,23.55,63.6,74.7,0.3752,0.3751,0.41,21.85,oriente_seco
Asuncion Mita,oriente_seco,500,2022,8,23.88,86.3,74.0,0.3689,0.3206,0.3588,21.85,oriente_seco
Asuncion Mita,oriente_seco,500,2022,9,22.88,248.1,83.1,0.4754,0.4668,0.387,21.54,oriente_seco
Asuncion Mita,oriente_seco,500,2022,10,22.35,199.3,80.1,0.4384,0.453,0.4645,20.5,oriente_seco
Asuncion Mita,oriente_seco,500,2022,11,22.67,22.9,74.0,0.3108,0.3507,0.4133,20.46,oriente_seco
Asuncion Mita,oriente_seco,500,2022,12,21.41,5.4,69.5,0.275,0.305,0.3681,19.2,oriente_seco
Asuncion Mita,oriente_seco,500,2023,1,21.99,0.5,63.4,0.2404,0.2852,0.3346,19.51,oriente_seco
Asuncion Mita,oriente_seco,500,2023,2,22.33,0.2,62.5,0.2386,0.2798,0.3118,20.19,oriente_seco
Asuncion Mita,oriente_seco,500,2023,3,24.24,1.4,60.9,0.2449,0.2783,0.2967,21.63,oriente_seco
Asuncion Mita,oriente_seco,500,2023,4,25.45,4.1,57.6,0.2461,0.2773,0.2877,22.93,oriente_seco
Asuncion Mita,oriente_seco,500,2023,5,26.57,66.9,61.2,0.2839,0.2788,0.2831,24.21,oriente_seco
Asuncion Mita,oriente_seco,500,2023,6,25.34,113.0,72.6,0.3742,0.311,0.2812,23.83,oriente_seco
Asuncion Mita,oriente_seco,500,2023,7,24.56,145.3,74.0,0.3925,0.3546,0.2822,23.08,oriente_seco
Asuncion Mita,oriente_seco,500,2023,8,24.82,53.7,73.9,0.3674,0.3546,0.2884,23.09,oriente_seco
Asuncion Mita,oriente_seco,500,2023,9,25.05,88.5,72.2,0.3559,0.3029,0.2849,23.29,oriente_seco
Asuncion Mita,oriente_seco,500,2023,10,23.9,122.9,76.8,0.4083,0.3761,0.2868,22.4,oriente_seco
Asuncion Mita,oriente_seco,500,2023,11,22.38,115.3,77.8,0.3933,0.4032,0.3161,20.82,oriente_seco
Asuncion Mita,oriente_seco,500,2023,12,22.18,2.1,66.9,0.2498,0.301,0.3092,20.2,oriente_seco
Asuncion Mita,oriente_seco,500,2024,1,22.78,0.4,63.7,0.2395,0.2811,0.2963,20.54,oriente_seco
Asuncion Mita,oriente_seco,500,2024,2,21.69,0.4,59.4,0.2388,0.2782,0.2883,19.11,oriente_seco
Asuncion Mita,oriente_seco,500,2024,3,25.55,0.8,58.5,0.2386,0.2769,0.2834,22.6,oriente_seco
Asuncion Mita,oriente_seco,500,2024,4,26.01,12.2,61.6,0.2474,0.2757,0.2809,24.08,oriente_seco
Asuncion Mita,oriente_seco,500,2024,5,27.22,10.0,64.5,0.2765,0.2757,0.2798,25.06,oriente_seco
Asuncion Mita,oriente_seco,500,2024,6,23.84,436.5,83.4,0.4264,0.3884,0.3497,23.36,oriente_seco
Asuncion Mita,oriente_seco,500,2024,7,23.55,123.9,81.2,0.445,0.4485,0.4659,22.2,oriente_seco
Asuncion Mita,oriente_seco,500,2024,8,24.31,104.4,75.9,0.4146,0.4041,0.4077,22.38,oriente_seco
Asuncion Mita,oriente_seco,500,2024,9,24.4,192.0,78.8,0.4371,0.4056,0.3727,22.59,oriente_seco
Asuncion Mita,oriente_seco,500,2024,10,23.28,65.0,77.5,0.3953,0.3971,0.3729,21.62,oriente_seco
Asuncion Mita,oriente_seco,500,2024,11,22.33,134.0,75.8,0.3707,0.3742,0.3578,20.42,oriente_seco
Asuncion Mita,oriente_seco,500,2024,12,21.27,39.0,72.9,0.3091,0.3428,0.3526,19.46,oriente_seco
Asuncion Mita,oriente_seco,500,2025,1,22.12,1.1,67.0,0.2557,0.2935,0.3289,20.15,oriente_seco
Asuncion Mita,oriente_seco,500,2025,2,23.75,3.3,64.1,0.2408,0.2809,0.3094,21.92,oriente_seco
Asuncion Mita,oriente_seco,500,2025,3,24.67,1.6,60.7,0.2392,0.2785,0.2955,22.52,oriente_seco
Asuncion Mita,oriente_seco,500,2025,4,24.44,6.3,60.6,0.2465,0.2774,0.2874,22.6,oriente_seco
Asuncion Mita,oriente_seco,500,2025,5,26.41,30.8,64.2,0.2742,0.2771,0.283,24.34,oriente_seco
Asuncion Mita,oriente_seco,500,2025,6,24.08,216.2,77.6,0.4233,0.3643,0.2845,23.07,oriente_seco
Asuncion Mita,oriente_seco,500,2025,7,24.16,62.1,71.8,0.3577,0.3535,0.3027,22.56,oriente_seco
Asuncion Mita,oriente_seco,500,2025,8,25.09,51.1,66.8,0.3108,0.287,0.2915,23.06,oriente_seco
Asuncion Mita,oriente_seco,500,2025,9,24.53,123.0,74.3,0.3706,0.3211,0.2857,22.81,oriente_seco
Asuncion Mita,oriente_seco,500,2025,10,23.06,104.5,79.1,0.4271,0.4047,0.2938,21.43,oriente_seco
Asuncion Mita,oriente_seco,500,2025,11,22.72,9.7,68.2,0.2681,0.3103,0.2952,21.05,oriente_seco
Asuncion Mita,oriente_seco,500,2025,12,22.76,10.5,68.7,0.2565,0.2821,0.2887,21.35,oriente_seco
Asuncion Mita,oriente_seco,500,2026,1,20.87,0.4,65.5,0.2408,0.2786,0.2848,19.18,oriente_seco
Asuncion Mita,oriente_seco,500,2026,2,20.24,4.6,60.1,0.2407,0.2772,0.2824,17.97,oriente_seco
Asuncion Mita,oriente_seco,500,2026,3,23.37,1.2,61.9,0.2531,0.2763,0.2809,21.79,oriente_seco
Ayutla,costa_sur,40,2010,1,25.34,5.3,66.4,0.2071,0.2433,0.2867,22.51,costa_sur
Ayutla,costa_sur,40,2010,2,26.6,3.3,65.9,0.1866,0.2133,0.2617,23.89,costa_sur
Ayutla,costa_sur,40,2010,3,27.27,30.5,68.4,0.2044,0.2067,0.2461,24.88,costa_sur
Ayutla,costa_sur,40,2010,4,27.58,141.7,69.0,0.2703,0.2283,0.2363,25.47,costa_sur
Ayutla,costa_sur,40,2010,5,26.87,444.0,77.9,0.3541,0.3384,0.2605,25.39,costa_sur
Ayutla,costa_sur,40,2010,6,25.38,733.0,86.3,0.434,0.4406,0.4438,24.39,costa_sur
Ayutla,costa_sur,40,2010,7,25.36,405.8,84.6,0.4271,0.4335,0.4408,24.13,costa_sur
Ayutla,costa_sur,40,2010,8,25.16,430.1,87.3,0.4384,0.4413,0.4418,24.12,costa_sur
Ayutla,costa_sur,40,2010,9,24.78,658.8,87.3,0.4392,0.4449,0.4302,23.62,costa_sur
Ayutla,costa_sur,40,2010,10,25.05,104.2,80.6,0.3677,0.3652,0.3669,23.17,costa_sur
Ayutla,costa_sur,40,2010,11,24.7,90.4,74.6,0.3182,0.3205,0.3139,22.57,costa_sur
Ayutla,costa_sur,40,2010,12,23.75,17.6,69.6,0.2361,0.2602,0.2913,21.31,costa_sur
Ayutla,costa_sur,40,2011,1,24.75,3.6,65.6,0.1854,0.2168,0.2679,21.83,costa_sur
Ayutla,costa_sur,40,2011,2,25.75,17.1,62.5,0.1902,0.207,0.2519,23.03,costa_sur
Ayutla,costa_sur,40,2011,3,25.85,32.9,64.1,0.2245,0.2079,0.2414,23.5,costa_sur
Ayutla,costa_sur,40,2011,4,26.61,76.9,70.7,0.2582,0.2166,0.234,24.54,costa_sur
Ayutla,costa_sur,40,2011,5,26.48,535.3,77.0,0.3664,0.3157,0.2502,24.91,costa_sur
Ayutla,costa_sur,40,2011,6,25.54,420.9,84.4,0.433,0.4371,0.4084,24.31,costa_sur
Ayutla,costa_sur,40,2011,7,25.11,420.8,85.2,0.425,0.4254,0.4436,23.83,costa_sur
Ayutla,costa_sur,40,2011,8,25.28,448.0,84.5,0.4226,0.4288,0.4361,23.98,costa_sur
Ayutla,costa_sur,40,2011,9,25.16,457.3,84.5,0.4263,0.4279,0.4394,23.71,costa_sur
Ayutla,costa_sur,40,2011,10,24.26,558.6,86.7,0.4285,0.4366,0.4245,23.06,costa_sur
Ayutla,costa_sur,40,2011,11,24.71,121.4,77.8,0.3485,0.3528,0.3425,22.54,costa_sur
Ayutla,costa_sur,40,2011,12,24.49,11.3,70.0,0.225,0.2597,0.3043,21.79,costa_sur
Ayutla,costa_sur,40,2012,1,25.08,6.0,64.6,0.1886,0.2181,0.2746,22.28,costa_sur
Ayutla,costa_sur,40,2012,2,25.73,17.7,66.8,0.1992,0.2085,0.2569,23.11,costa_sur
Ayutla,costa_sur,40,2012,3,26.38,20.7,62.5,0.2022,0.205,0.2436,23.78,costa_sur
Ayutla,costa_sur,40,2012,4,26.48,65.7,67.4,0.2481,0.2144,0.2351,24.15,costa_sur
Ayutla,costa_sur,40,2012,5,26.23,406.9,78.4,0.3727,0.3672,0.2824,24.9,costa_sur
Ayutla,costa_sur,40,2012,6,25.85,330.8,81.6,0.3866,0.3791,0.3727,24.4,costa_sur
Ayutla,costa_sur,40,2012,7,26.07,134.9,78.1,0.3915,0.3881,0.3986,24.19,costa_sur
Ayutla,costa_sur,40,2012,8,25.54,366.6,81.8,0.4151,0.4111,0.4072,24.21,costa_sur
Ayutla,costa_sur,40,2012,9,25.77,195.8,79.1,0.4144,0.4159,0.4157,23.89,costa_sur
Ayutla,costa_sur,40,2012,10,25.33,249.7,81.2,0.4109,0.4099,0.4103,23.6,costa_sur
Ayutla,costa_sur,40,2012,11,25.44,30.5,69.4,0.2842,0.3118,0.3619,22.79,costa_sur
Ayutla,costa_sur,40,2012,12,25.4,12.4,63.4,0.2131,0.2403,0.3016,22.82,costa_sur
Ayutla,costa_sur,40,2013,1,25.8,10.6,64.5,0.1918,0.2146,0.2686,23.29,costa_sur
